,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
31,"05:32:14AM Feb 7, 2022",98,82,0,0,0,0,0
32,"05:32:18AM Feb 7, 2022",98,86,0,0,0,0,0
33,"05:32:22AM Feb 7, 2022",98,81,0,0,0,0,0
34,"05:32:26AM Feb 7, 2022",98,80,0,0,0,0,0
35,"05:32:30AM Feb 7, 2022",98,86,0,0,0,0,0
36,"05:32:34AM Feb 7, 2022",98,83,0,0,0,0,0
37,"05:32:38AM Feb 7, 2022",98,77,0,0,0,0,0
38,"05:32:42AM Feb 7, 2022",98,67,0,0,0,0,0
39,"05:32:46AM Feb 7, 2022",98,71,2,0,0,0,0
40,"05:32:50AM Feb 7, 2022",99,78,0,0,0,0,0
41,"05:32:54AM Feb 7, 2022",99,73,0,0,0,0,0
42,"05:32:58AM Feb 7, 2022",99,75,0,0,0,0,0
43,"05:33:02AM Feb 7, 2022",99,80,0,0,0,0,0
44,"05:33:06AM Feb 7, 2022",99,74,2,0,0,0,0
45,"05:33:10AM Feb 7, 2022",99,74,19,0,0,0,0
46,"05:33:14AM Feb 7, 2022",99,74,24,0,0,0,0
47,"05:33:18AM Feb 7, 2022",99,74,12,0,0,0,0
48,"05:33:22AM Feb 7, 2022",99,76,0,0,0,0,0
49,"05:33:26AM Feb 7, 2022",99,79,22,0,0,0,0
50,"05:33:30AM Feb 7, 2022",99,79,21,0,0,0,0
51,"05:33:34AM Feb 7, 2022",99,79,59,0,0,0,0
52,"05:33:38AM Feb 7, 2022",99,79,40,0,0,0,0
53,"05:33:42AM Feb 7, 2022",99,79,20,0,0,0,0
54,"05:33:46AM Feb 7, 2022",99,79,31,0,0,0,0
55,"05:33:50AM Feb 7, 2022",98,78,6,0,0,0,0
56,"05:33:54AM Feb 7, 2022",98,79,4,0,0,0,0
57,"05:33:58AM Feb 7, 2022",98,77,1,0,0,0,0
58,"05:34:02AM Feb 7, 2022",98,77,66,0,0,0,0
59,"05:34:06AM Feb 7, 2022",98,77,47,0,0,0,0
60,"05:34:10AM Feb 7, 2022",98,77,8,0,0,0,0
61,"05:34:14AM Feb 7, 2022",98,77,43,0,0,0,0
62,"05:34:18AM Feb 7, 2022",98,77,133,0,0,0,0
63,"05:34:22AM Feb 7, 2022",98,77,36,0,0,0,0
64,"05:34:26AM Feb 7, 2022",98,78,5,0,0,0,0
65,"05:34:30AM Feb 7, 2022",98,78,11,0,0,0,0
66,"05:34:34AM Feb 7, 2022",98,78,5,0,0,0,0
67,"05:34:38AM Feb 7, 2022",98,78,0,0,0,0,0
68,"05:34:42AM Feb 7, 2022",98,82,0,0,0,0,0
69,"05:34:46AM Feb 7, 2022",98,87,0,0,0,0,0
70,"05:34:50AM Feb 7, 2022",98,83,0,0,0,0,0
71,"05:34:54AM Feb 7, 2022",98,80,0,0,0,0,0
72,"05:34:58AM Feb 7, 2022",99,80,0,0,0,0,0
73,"05:35:02AM Feb 7, 2022",99,80,0,0,0,0,0
74,"05:35:06AM Feb 7, 2022",99,73,0,0,0,0,0
75,"05:35:10AM Feb 7, 2022",98,75,0,0,0,0,0
76,"05:35:14AM Feb 7, 2022",98,80,0,0,0,0,0
77,"05:35:18AM Feb 7, 2022",98,73,3,0,0,0,0
78,"05:35:22AM Feb 7, 2022",98,73,24,0,0,0,0
79,"05:35:26AM Feb 7, 2022",98,73,23,0,0,0,0
80,"05:35:30AM Feb 7, 2022",98,73,2,0,0,0,0
81,"05:35:34AM Feb 7, 2022",98,72,0,0,0,0,0
82,"05:35:38AM Feb 7, 2022",97,71,0,0,0,0,0
83,"05:35:42AM Feb 7, 2022",97,77,0,0,0,0,0
84,"05:35:46AM Feb 7, 2022",97,71,0,0,0,0,0
85,"05:35:50AM Feb 7, 2022",97,69,0,0,0,0,0
86,"05:35:54AM Feb 7, 2022",97,76,0,0,0,0,0
87,"05:35:58AM Feb 7, 2022",97,73,0,0,0,0,0
88,"05:36:02AM Feb 7, 2022",97,67,0,0,0,0,0
89,"05:36:06AM Feb 7, 2022",98,67,0,0,0,0,0
90,"05:36:10AM Feb 7, 2022",98,71,0,0,0,0,0
91,"05:36:14AM Feb 7, 2022",98,71,0,0,0,0,0
92,"05:36:18AM Feb 7, 2022",97,75,0,0,0,0,0
93,"05:36:22AM Feb 7, 2022",97,75,0,0,0,0,0
94,"05:36:26AM Feb 7, 2022",97,75,1,0,0,0,0
95,"05:36:30AM Feb 7, 2022",97,75,0,0,0,0,0
96,"05:36:34AM Feb 7, 2022",97,80,0,0,0,0,0
97,"05:36:38AM Feb 7, 2022",97,80,0,0,0,0,0
98,"05:36:42AM Feb 7, 2022",97,86,0,0,0,0,0
99,"05:36:46AM Feb 7, 2022",97,90,0,0,0,0,0
100,"05:36:50AM Feb 7, 2022",97,83,0,0,0,0,0
101,"05:36:54AM Feb 7, 2022",96,78,0,0,0,0,0
102,"05:36:58AM Feb 7, 2022",97,80,0,0,0,0,0
103,"05:37:02AM Feb 7, 2022",97,76,0,0,0,0,0
104,"05:37:06AM Feb 7, 2022",97,76,0,0,0,0,0
105,"05:37:10AM Feb 7, 2022",98,74,0,0,0,0,0
106,"05:37:14AM Feb 7, 2022",98,72,0,0,0,0,0
107,"05:37:18AM Feb 7, 2022",98,74,0,0,0,0,0
108,"05:37:22AM Feb 7, 2022",98,72,0,0,0,0,0
109,"05:37:26AM Feb 7, 2022",98,71,0,0,0,0,0
110,"05:37:30AM Feb 7, 2022",98,71,0,0,0,0,0
111,"05:37:34AM Feb 7, 2022",97,73,0,0,0,0,0
112,"05:37:38AM Feb 7, 2022",97,73,0,0,0,0,0
113,"05:37:42AM Feb 7, 2022",97,74,0,0,0,0,0
114,"05:37:46AM Feb 7, 2022",97,74,0,0,0,0,0
115,"05:37:50AM Feb 7, 2022",97,73,0,0,0,0,0
116,"05:37:54AM Feb 7, 2022",96,74,0,0,0,0,0
117,"05:37:58AM Feb 7, 2022",96,65,0,0,0,0,0
118,"05:38:02AM Feb 7, 2022",96,68,0,0,0,0,0
119,"05:38:06AM Feb 7, 2022",97,69,0,0,0,0,0
120,"05:38:10AM Feb 7, 2022",97,74,0,0,0,0,0
121,"05:38:14AM Feb 7, 2022",97,71,0,0,0,0,0
122,"05:38:18AM Feb 7, 2022",97,70,0,0,0,0,0
123,"05:38:22AM Feb 7, 2022",97,75,0,0,0,0,0
124,"05:38:26AM Feb 7, 2022",97,79,0,0,0,0,0
125,"05:38:30AM Feb 7, 2022",97,77,0,0,0,0,0
126,"05:38:34AM Feb 7, 2022",97,73,0,0,0,0,0
127,"05:38:38AM Feb 7, 2022",97,67,0,0,0,0,0
128,"05:38:42AM Feb 7, 2022",97,68,0,0,0,0,0
129,"05:38:46AM Feb 7, 2022",97,73,0,0,0,0,0
130,"05:38:50AM Feb 7, 2022",97,75,0,0,0,0,0
131,"05:38:54AM Feb 7, 2022",97,75,0,0,0,0,0
132,"05:38:58AM Feb 7, 2022",97,71,0,0,0,0,0
133,"05:39:02AM Feb 7, 2022",96,71,0,0,0,0,0
134,"05:39:06AM Feb 7, 2022",96,70,0,0,0,0,0
135,"05:39:10AM Feb 7, 2022",96,70,0,0,0,0,0
136,"05:39:14AM Feb 7, 2022",97,71,0,0,0,0,0
137,"05:39:18AM Feb 7, 2022",97,75,0,0,0,0,0
138,"05:39:22AM Feb 7, 2022",97,70,0,0,0,0,0
139,"05:39:26AM Feb 7, 2022",97,68,0,0,0,0,0
140,"05:39:30AM Feb 7, 2022",97,68,0,0,0,0,0
141,"05:39:34AM Feb 7, 2022",97,66,0,0,0,0,0
142,"05:39:38AM Feb 7, 2022",97,70,0,0,0,0,0
143,"05:39:42AM Feb 7, 2022",97,72,0,0,0,0,0
144,"05:39:46AM Feb 7, 2022",97,74,0,0,0,0,0
145,"05:39:50AM Feb 7, 2022",97,80,0,0,0,0,0
146,"05:39:54AM Feb 7, 2022",96,77,0,0,0,0,0
147,"05:39:58AM Feb 7, 2022",97,81,0,0,0,0,0
148,"05:40:02AM Feb 7, 2022",96,79,0,0,0,0,0
149,"05:40:06AM Feb 7, 2022",96,77,0,0,0,0,0
150,"05:40:10AM Feb 7, 2022",96,73,0,0,0,0,0
151,"05:40:14AM Feb 7, 2022",97,71,0,0,0,0,0
152,"05:40:18AM Feb 7, 2022",97,75,0,0,0,0,0
153,"05:40:22AM Feb 7, 2022",96,83,0,0,0,0,0
154,"05:40:26AM Feb 7, 2022",96,77,0,0,0,0,0
155,"05:40:30AM Feb 7, 2022",96,73,0,0,0,0,0
156,"05:40:34AM Feb 7, 2022",97,67,0,0,0,0,0
157,"05:40:38AM Feb 7, 2022",97,70,0,0,0,0,0
158,"05:40:42AM Feb 7, 2022",96,70,0,0,0,0,0
159,"05:40:46AM Feb 7, 2022",96,69,0,0,0,0,0
160,"05:40:50AM Feb 7, 2022",97,73,0,0,0,0,0
161,"05:40:54AM Feb 7, 2022",97,66,0,0,0,0,0
162,"05:40:58AM Feb 7, 2022",97,64,0,0,0,0,0
163,"05:41:02AM Feb 7, 2022",97,67,0,0,0,0,0
164,"05:41:06AM Feb 7, 2022",97,72,0,0,0,0,0
165,"05:41:10AM Feb 7, 2022",97,82,0,0,0,0,0
166,"05:41:14AM Feb 7, 2022",97,79,0,0,0,0,0
167,"05:41:18AM Feb 7, 2022",97,70,0,0,0,0,0
168,"05:41:22AM Feb 7, 2022",97,72,0,0,0,0,0
169,"05:41:26AM Feb 7, 2022",97,70,0,0,0,0,0
170,"05:41:30AM Feb 7, 2022",97,69,0,0,0,0,0
171,"05:41:34AM Feb 7, 2022",97,72,0,0,0,0,0
172,"05:41:38AM Feb 7, 2022",97,71,0,0,0,0,0
173,"05:41:42AM Feb 7, 2022",97,71,0,0,0,0,0
174,"05:41:46AM Feb 7, 2022",97,73,0,0,0,0,0
175,"05:41:50AM Feb 7, 2022",97,73,0,0,0,0,0
176,"05:41:54AM Feb 7, 2022",97,71,0,0,0,0,0
177,"05:41:58AM Feb 7, 2022",97,73,0,0,0,0,0
178,"05:42:02AM Feb 7, 2022",97,66,0,0,0,0,0
179,"05:42:06AM Feb 7, 2022",97,66,0,0,0,0,0
180,"05:42:10AM Feb 7, 2022",97,74,0,0,0,0,0
181,"05:42:14AM Feb 7, 2022",97,76,0,0,0,0,0
182,"05:42:18AM Feb 7, 2022",97,74,0,0,0,0,0
183,"05:42:22AM Feb 7, 2022",97,75,0,0,0,0,0
184,"05:42:26AM Feb 7, 2022",97,69,0,0,0,0,0
185,"05:42:30AM Feb 7, 2022",97,70,0,0,0,0,0
186,"05:42:34AM Feb 7, 2022",97,74,0,0,0,0,0
187,"05:42:38AM Feb 7, 2022",97,74,0,0,0,0,0
188,"05:42:42AM Feb 7, 2022",97,74,0,0,0,0,0
189,"05:42:46AM Feb 7, 2022",97,80,0,0,0,0,0
190,"05:42:50AM Feb 7, 2022",97,74,0,0,0,0,0
191,"05:42:54AM Feb 7, 2022",97,71,0,0,0,0,0
192,"05:42:58AM Feb 7, 2022",97,69,0,0,0,0,0
193,"05:43:02AM Feb 7, 2022",97,76,0,0,0,0,0
194,"05:43:06AM Feb 7, 2022",96,79,0,0,0,0,0
195,"05:43:10AM Feb 7, 2022",96,77,0,0,0,0,0
196,"05:43:14AM Feb 7, 2022",96,75,0,0,0,0,0
197,"05:43:18AM Feb 7, 2022",96,69,0,0,0,0,0
198,"05:43:22AM Feb 7, 2022",96,67,0,0,0,0,0
199,"05:43:26AM Feb 7, 2022",97,75,0,0,0,0,0
200,"05:43:30AM Feb 7, 2022",97,68,0,0,0,0,0
201,"05:43:34AM Feb 7, 2022",97,70,0,0,0,0,0
202,"05:43:38AM Feb 7, 2022",97,74,0,0,0,0,0
203,"05:43:42AM Feb 7, 2022",97,66,0,0,0,0,0
204,"05:43:46AM Feb 7, 2022",97,67,0,0,0,0,0
205,"05:43:50AM Feb 7, 2022",96,75,0,0,0,0,0
206,"05:43:54AM Feb 7, 2022",96,78,0,0,0,0,0
207,"05:43:58AM Feb 7, 2022",97,72,0,0,0,0,0
208,"05:44:02AM Feb 7, 2022",97,72,0,0,0,0,0
209,"05:44:06AM Feb 7, 2022",97,73,0,0,0,0,0
210,"05:44:10AM Feb 7, 2022",97,70,0,0,0,0,0
211,"05:44:14AM Feb 7, 2022",97,69,0,0,0,0,0
212,"05:44:18AM Feb 7, 2022",97,71,0,0,0,0,0
213,"05:44:22AM Feb 7, 2022",97,75,0,0,0,0,0
214,"05:44:26AM Feb 7, 2022",97,74,0,0,0,0,0
215,"05:44:30AM Feb 7, 2022",97,78,0,0,0,0,0
216,"05:44:34AM Feb 7, 2022",97,78,0,0,0,0,0
217,"05:44:38AM Feb 7, 2022",97,75,0,0,0,0,0
218,"05:44:42AM Feb 7, 2022",97,71,0,0,0,0,0
219,"05:44:46AM Feb 7, 2022",97,74,0,0,0,0,0
220,"05:44:50AM Feb 7, 2022",97,78,0,0,0,0,0
221,"05:44:54AM Feb 7, 2022",97,70,0,0,0,0,0
222,"05:44:58AM Feb 7, 2022",97,75,0,0,0,0,0
223,"05:45:02AM Feb 7, 2022",97,79,0,0,0,0,0
224,"05:45:06AM Feb 7, 2022",97,74,0,0,0,0,0
225,"05:45:10AM Feb 7, 2022",97,70,0,0,0,0,0
226,"05:45:14AM Feb 7, 2022",97,72,0,0,0,0,0
227,"05:45:18AM Feb 7, 2022",97,71,0,0,0,0,0
228,"05:45:22AM Feb 7, 2022",97,68,0,0,0,0,0
229,"05:45:26AM Feb 7, 2022",96,70,0,0,0,0,0
230,"05:45:30AM Feb 7, 2022",97,78,0,0,0,0,0
231,"05:45:34AM Feb 7, 2022",97,80,0,0,0,0,0
232,"05:45:38AM Feb 7, 2022",97,79,0,0,0,0,0
233,"05:45:42AM Feb 7, 2022",97,73,0,0,0,0,0
234,"05:45:46AM Feb 7, 2022",97,72,0,0,0,0,0
235,"05:45:50AM Feb 7, 2022",97,70,0,0,0,0,0
236,"05:45:54AM Feb 7, 2022",97,78,0,0,0,0,0
237,"05:45:58AM Feb 7, 2022",97,74,0,0,0,0,0
238,"05:46:02AM Feb 7, 2022",96,69,0,0,0,0,0
239,"05:46:06AM Feb 7, 2022",97,73,0,0,0,0,0
240,"05:46:10AM Feb 7, 2022",97,69,0,0,0,0,0
241,"05:46:14AM Feb 7, 2022",97,71,0,0,0,0,0
242,"05:46:18AM Feb 7, 2022",97,73,0,0,0,0,0
243,"05:46:22AM Feb 7, 2022",97,70,0,0,0,0,0
244,"05:46:26AM Feb 7, 2022",97,69,0,0,0,0,0
245,"05:46:30AM Feb 7, 2022",97,63,0,0,0,0,0
246,"05:46:34AM Feb 7, 2022",97,66,0,0,0,0,0
247,"05:46:38AM Feb 7, 2022",97,72,0,0,0,0,0
248,"05:46:42AM Feb 7, 2022",97,72,0,0,0,0,0
249,"05:46:46AM Feb 7, 2022",97,73,0,0,0,0,0
250,"05:46:50AM Feb 7, 2022",97,76,0,0,0,0,0
251,"05:46:54AM Feb 7, 2022",97,74,0,0,0,0,0
252,"05:46:58AM Feb 7, 2022",96,70,0,0,0,0,0
253,"05:47:02AM Feb 7, 2022",96,71,0,0,0,0,0
254,"05:47:06AM Feb 7, 2022",96,76,0,0,0,0,0
255,"05:47:10AM Feb 7, 2022",97,80,0,0,0,0,0
256,"05:47:14AM Feb 7, 2022",97,72,0,0,0,0,0
257,"05:47:18AM Feb 7, 2022",97,80,0,0,0,0,0
258,"05:47:22AM Feb 7, 2022",97,79,0,0,0,0,0
259,"05:47:26AM Feb 7, 2022",97,77,0,0,0,0,0
260,"05:47:30AM Feb 7, 2022",97,70,0,0,0,0,0
261,"05:47:34AM Feb 7, 2022",97,71,0,0,0,0,0
262,"05:47:38AM Feb 7, 2022",97,81,0,0,0,0,0
263,"05:47:42AM Feb 7, 2022",97,74,0,0,0,0,0
264,"05:47:46AM Feb 7, 2022",97,69,0,0,0,0,0
265,"05:47:50AM Feb 7, 2022",97,74,0,0,0,0,0
266,"05:47:54AM Feb 7, 2022",97,71,0,0,0,0,0
267,"05:47:58AM Feb 7, 2022",97,71,0,0,0,0,0
268,"05:48:02AM Feb 7, 2022",97,66,0,0,0,0,0
269,"05:48:06AM Feb 7, 2022",97,69,0,0,0,0,0
270,"05:48:10AM Feb 7, 2022",97,75,0,0,0,0,0
271,"05:48:14AM Feb 7, 2022",97,67,0,0,0,0,0
272,"05:48:18AM Feb 7, 2022",97,67,0,0,0,0,0
273,"05:48:22AM Feb 7, 2022",97,74,0,0,0,0,0
274,"05:48:26AM Feb 7, 2022",97,72,0,0,0,0,0
275,"05:48:30AM Feb 7, 2022",97,66,0,0,0,0,0
276,"05:48:34AM Feb 7, 2022",97,61,0,0,0,0,0
277,"05:48:38AM Feb 7, 2022",97,66,0,0,0,0,0
278,"05:48:42AM Feb 7, 2022",97,75,0,0,0,0,0
279,"05:48:46AM Feb 7, 2022",97,77,0,0,0,0,0
280,"05:48:50AM Feb 7, 2022",97,80,0,0,0,0,0
281,"05:48:54AM Feb 7, 2022",97,79,0,0,0,0,0
282,"05:48:58AM Feb 7, 2022",97,75,0,0,0,0,0
283,"05:49:02AM Feb 7, 2022",97,75,0,0,0,0,0
284,"05:49:06AM Feb 7, 2022",97,74,0,0,0,0,0
285,"05:49:10AM Feb 7, 2022",97,76,0,0,0,0,0
286,"05:49:14AM Feb 7, 2022",97,77,0,0,0,0,0
287,"05:49:18AM Feb 7, 2022",97,73,0,0,0,0,0
288,"05:49:22AM Feb 7, 2022",97,71,0,0,0,0,0
289,"05:49:26AM Feb 7, 2022",96,70,0,0,0,0,0
290,"05:49:30AM Feb 7, 2022",96,69,0,0,0,0,0
291,"05:49:34AM Feb 7, 2022",97,70,0,0,0,0,0
292,"05:49:38AM Feb 7, 2022",97,70,0,0,0,0,0
293,"05:49:42AM Feb 7, 2022",97,72,0,0,0,0,0
294,"05:49:46AM Feb 7, 2022",96,74,0,0,0,0,0
295,"05:49:50AM Feb 7, 2022",96,73,0,0,0,0,0
296,"05:49:54AM Feb 7, 2022",97,72,0,0,0,0,0
297,"05:49:58AM Feb 7, 2022",97,70,0,0,0,0,0
298,"05:50:02AM Feb 7, 2022",97,71,0,0,0,0,0
299,"05:50:06AM Feb 7, 2022",96,73,0,0,0,0,0
300,"05:50:10AM Feb 7, 2022",96,76,0,0,0,0,0
301,"05:50:14AM Feb 7, 2022",97,83,0,0,0,0,0
302,"05:50:18AM Feb 7, 2022",97,73,0,0,0,0,0
303,"05:50:22AM Feb 7, 2022",97,69,0,0,0,0,0
304,"05:50:26AM Feb 7, 2022",97,67,0,0,0,0,0
305,"05:50:30AM Feb 7, 2022",97,69,0,0,0,0,0
306,"05:50:34AM Feb 7, 2022",97,71,0,0,0,0,0
307,"05:50:38AM Feb 7, 2022",97,71,0,0,0,0,0
308,"05:50:42AM Feb 7, 2022",97,67,0,0,0,0,0
309,"05:50:46AM Feb 7, 2022",97,71,0,0,0,0,0
310,"05:50:50AM Feb 7, 2022",96,74,0,0,0,0,0
311,"05:50:54AM Feb 7, 2022",97,76,0,0,0,0,0
312,"05:50:58AM Feb 7, 2022",96,74,0,0,0,0,0
313,"05:51:02AM Feb 7, 2022",96,69,0,0,0,0,0
314,"05:51:06AM Feb 7, 2022",96,69,0,0,0,0,0
315,"05:51:10AM Feb 7, 2022",97,68,0,0,0,0,0
316,"05:51:14AM Feb 7, 2022",97,66,0,0,0,0,0
317,"05:51:18AM Feb 7, 2022",97,67,0,0,0,0,0
318,"05:51:22AM Feb 7, 2022",97,67,0,0,0,0,0
319,"05:51:26AM Feb 7, 2022",97,73,0,0,0,0,0
320,"05:51:30AM Feb 7, 2022",97,73,0,0,0,0,0
321,"05:51:34AM Feb 7, 2022",97,70,0,0,0,0,0
322,"05:51:38AM Feb 7, 2022",97,72,0,0,0,0,0
323,"05:51:42AM Feb 7, 2022",97,76,0,0,0,0,0
324,"05:51:46AM Feb 7, 2022",97,75,0,0,0,0,0
325,"05:51:50AM Feb 7, 2022",97,76,0,0,0,0,0
326,"05:51:54AM Feb 7, 2022",97,73,0,0,0,0,0
327,"05:51:58AM Feb 7, 2022",96,68,0,0,0,0,0
328,"05:52:02AM Feb 7, 2022",96,73,0,0,0,0,0
329,"05:52:06AM Feb 7, 2022",96,79,0,0,0,0,0
330,"05:52:10AM Feb 7, 2022",97,80,0,0,0,0,0
331,"05:52:14AM Feb 7, 2022",97,77,0,0,0,0,0
332,"05:52:18AM Feb 7, 2022",97,77,0,0,0,0,0
333,"05:52:22AM Feb 7, 2022",96,71,0,0,0,0,0
334,"05:52:26AM Feb 7, 2022",96,73,0,0,0,0,0
335,"05:52:30AM Feb 7, 2022",97,82,0,0,0,0,0
336,"05:52:34AM Feb 7, 2022",96,76,0,0,0,0,0
337,"05:52:38AM Feb 7, 2022",96,70,0,0,0,0,0
338,"05:52:42AM Feb 7, 2022",96,74,0,0,0,0,0
339,"05:52:46AM Feb 7, 2022",96,78,0,0,0,0,0
340,"05:52:50AM Feb 7, 2022",97,70,0,0,0,0,0
341,"05:52:54AM Feb 7, 2022",97,73,0,0,0,0,0
342,"05:52:58AM Feb 7, 2022",97,80,0,0,0,0,0
343,"05:53:02AM Feb 7, 2022",97,74,0,0,0,0,0
344,"05:53:06AM Feb 7, 2022",97,74,0,0,0,0,0
345,"05:53:10AM Feb 7, 2022",97,71,0,0,0,0,0
346,"05:53:14AM Feb 7, 2022",97,75,0,0,0,0,0
347,"05:53:18AM Feb 7, 2022",97,76,0,0,0,0,0
348,"05:53:22AM Feb 7, 2022",96,74,0,0,0,0,0
349,"05:53:26AM Feb 7, 2022",96,71,0,0,0,0,0
350,"05:53:30AM Feb 7, 2022",96,71,0,0,0,0,0
351,"05:53:34AM Feb 7, 2022",96,72,0,0,0,0,0
352,"05:53:38AM Feb 7, 2022",97,66,0,0,0,0,0
353,"05:53:42AM Feb 7, 2022",97,66,0,0,0,0,0
354,"05:53:46AM Feb 7, 2022",96,74,0,0,0,0,0
355,"05:53:50AM Feb 7, 2022",96,79,0,0,0,0,0
356,"05:53:54AM Feb 7, 2022",97,73,0,0,0,0,0
357,"05:53:58AM Feb 7, 2022",97,75,0,0,0,0,0
358,"05:54:02AM Feb 7, 2022",97,78,0,0,0,0,0
359,"05:54:06AM Feb 7, 2022",97,81,0,0,0,0,0
360,"05:54:10AM Feb 7, 2022",97,77,0,0,0,0,0
361,"05:54:14AM Feb 7, 2022",97,74,0,0,0,0,0
362,"05:54:18AM Feb 7, 2022",96,74,0,0,0,0,0
363,"05:54:22AM Feb 7, 2022",96,74,0,0,0,0,0
364,"05:54:26AM Feb 7, 2022",96,71,0,0,0,0,0
365,"05:54:30AM Feb 7, 2022",97,75,0,0,0,0,0
366,"05:54:34AM Feb 7, 2022",97,78,0,0,0,0,0
367,"05:54:38AM Feb 7, 2022",97,75,0,0,0,0,0
368,"05:54:42AM Feb 7, 2022",97,75,0,0,0,0,0
369,"05:54:46AM Feb 7, 2022",97,77,0,0,0,0,0
370,"05:54:50AM Feb 7, 2022",97,68,0,0,0,0,0
371,"05:54:54AM Feb 7, 2022",96,67,0,0,0,0,0
372,"05:54:58AM Feb 7, 2022",97,69,0,0,0,0,0
373,"05:55:02AM Feb 7, 2022",97,76,0,0,0,0,0
374,"05:55:06AM Feb 7, 2022",97,76,0,0,0,0,0
375,"05:55:10AM Feb 7, 2022",96,73,0,0,0,0,0
376,"05:55:14AM Feb 7, 2022",96,68,0,0,0,0,0
377,"05:55:18AM Feb 7, 2022",96,71,0,0,0,0,0
378,"05:55:22AM Feb 7, 2022",97,65,0,0,0,0,0
379,"05:55:26AM Feb 7, 2022",97,68,0,0,0,0,0
380,"05:55:30AM Feb 7, 2022",97,72,0,0,0,0,0
381,"05:55:34AM Feb 7, 2022",97,78,0,0,0,0,0
382,"05:55:38AM Feb 7, 2022",97,77,0,0,0,0,0
383,"05:55:42AM Feb 7, 2022",97,75,0,0,0,0,0
384,"05:55:46AM Feb 7, 2022",97,70,0,0,0,0,0
385,"05:55:50AM Feb 7, 2022",97,63,0,0,0,0,0
386,"05:55:54AM Feb 7, 2022",97,72,0,0,0,0,0
387,"05:55:58AM Feb 7, 2022",97,73,0,0,0,0,0
388,"05:56:02AM Feb 7, 2022",97,69,0,0,0,0,0
389,"05:56:06AM Feb 7, 2022",97,74,0,0,0,0,0
390,"05:56:10AM Feb 7, 2022",97,77,0,0,0,0,0
391,"05:56:14AM Feb 7, 2022",97,78,0,0,0,0,0
392,"05:56:18AM Feb 7, 2022",97,74,0,0,0,0,0
393,"05:56:22AM Feb 7, 2022",97,69,0,0,0,0,0
394,"05:56:26AM Feb 7, 2022",97,69,0,0,0,0,0
395,"05:56:30AM Feb 7, 2022",97,74,0,0,0,0,0
396,"05:56:34AM Feb 7, 2022",97,71,0,0,0,0,0
397,"05:56:38AM Feb 7, 2022",97,65,0,0,0,0,0
398,"05:56:42AM Feb 7, 2022",96,70,0,0,0,0,0
399,"05:56:46AM Feb 7, 2022",96,73,0,0,0,0,0
400,"05:56:50AM Feb 7, 2022",96,73,0,0,0,0,0
401,"05:56:54AM Feb 7, 2022",96,64,0,0,0,0,0
402,"05:56:58AM Feb 7, 2022",96,68,0,0,0,0,0
403,"05:57:02AM Feb 7, 2022",97,82,0,0,0,0,0
404,"05:57:06AM Feb 7, 2022",96,88,0,0,0,0,0
405,"05:57:10AM Feb 7, 2022",96,85,0,0,0,0,0
406,"05:57:14AM Feb 7, 2022",96,75,0,0,0,0,0
