,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
407,"05:57:18AM Feb 7, 2022",96,73,0,0,0,0,0
408,"05:57:22AM Feb 7, 2022",97,72,0,0,0,0,0
409,"05:57:26AM Feb 7, 2022",97,71,0,0,0,0,0
410,"05:57:30AM Feb 7, 2022",97,72,0,0,0,0,0
411,"05:57:34AM Feb 7, 2022",97,69,0,0,0,0,0
412,"05:57:38AM Feb 7, 2022",97,67,0,0,0,0,0
413,"05:57:42AM Feb 7, 2022",97,67,0,0,0,0,0
414,"05:57:46AM Feb 7, 2022",97,70,0,0,0,0,0
415,"05:57:50AM Feb 7, 2022",97,71,0,0,0,0,0
416,"05:57:54AM Feb 7, 2022",97,74,0,0,0,0,0
417,"05:57:58AM Feb 7, 2022",97,74,0,0,0,0,0
418,"05:58:02AM Feb 7, 2022",96,72,0,0,0,0,0
419,"05:58:06AM Feb 7, 2022",96,71,0,0,0,0,0
420,"05:58:10AM Feb 7, 2022",97,74,0,0,0,0,0
421,"05:58:14AM Feb 7, 2022",97,75,0,0,0,0,0
422,"05:58:18AM Feb 7, 2022",97,74,0,0,0,0,0
423,"05:58:22AM Feb 7, 2022",97,75,0,0,0,0,0
424,"05:58:26AM Feb 7, 2022",96,76,0,0,0,0,0
425,"05:58:30AM Feb 7, 2022",96,72,0,0,0,0,0
426,"05:58:34AM Feb 7, 2022",96,70,0,0,0,0,0
427,"05:58:38AM Feb 7, 2022",97,66,0,0,0,0,0
428,"05:58:42AM Feb 7, 2022",97,71,0,0,0,0,0
429,"05:58:46AM Feb 7, 2022",97,72,0,0,0,0,0
430,"05:58:50AM Feb 7, 2022",97,70,0,0,0,0,0
431,"05:58:54AM Feb 7, 2022",97,73,0,0,0,0,0
432,"05:58:58AM Feb 7, 2022",97,72,0,0,0,0,0
433,"05:59:02AM Feb 7, 2022",97,76,0,0,0,0,0
434,"05:59:06AM Feb 7, 2022",97,74,0,0,0,0,0
435,"05:59:10AM Feb 7, 2022",96,79,0,0,0,0,0
436,"05:59:14AM Feb 7, 2022",96,72,0,0,0,0,0
437,"05:59:18AM Feb 7, 2022",96,65,0,0,0,0,0
438,"05:59:22AM Feb 7, 2022",96,74,0,0,0,0,0
439,"05:59:26AM Feb 7, 2022",96,72,0,0,0,0,0
440,"05:59:30AM Feb 7, 2022",97,73,0,0,0,0,0
441,"05:59:34AM Feb 7, 2022",97,72,0,0,0,0,0
442,"05:59:38AM Feb 7, 2022",97,69,0,0,0,0,0
443,"05:59:42AM Feb 7, 2022",97,70,0,0,0,0,0
444,"05:59:46AM Feb 7, 2022",97,73,0,0,0,0,0
445,"05:59:50AM Feb 7, 2022",97,75,0,0,0,0,0
446,"05:59:54AM Feb 7, 2022",97,72,0,0,0,0,0
447,"05:59:58AM Feb 7, 2022",97,76,0,0,0,0,0
448,"06:00:02AM Feb 7, 2022",97,77,0,0,0,0,0
449,"06:00:06AM Feb 7, 2022",96,73,0,0,0,0,0
450,"06:00:10AM Feb 7, 2022",96,68,0,0,0,0,0
451,"06:00:14AM Feb 7, 2022",97,67,0,0,0,0,0
452,"06:00:18AM Feb 7, 2022",96,69,0,0,0,0,0
453,"06:00:22AM Feb 7, 2022",96,67,0,0,0,0,0
454,"06:00:26AM Feb 7, 2022",96,70,0,0,0,0,0
455,"06:00:30AM Feb 7, 2022",96,74,0,0,0,0,0
456,"06:00:34AM Feb 7, 2022",96,75,0,0,0,0,0
457,"06:00:38AM Feb 7, 2022",97,79,0,0,0,0,0
458,"06:00:42AM Feb 7, 2022",97,71,0,0,0,0,0
459,"06:00:46AM Feb 7, 2022",97,74,0,0,0,0,0
460,"06:00:50AM Feb 7, 2022",97,78,0,0,0,0,0
461,"06:00:54AM Feb 7, 2022",97,68,0,0,0,0,0
462,"06:00:58AM Feb 7, 2022",97,71,0,0,0,0,0
463,"06:01:02AM Feb 7, 2022",97,73,0,0,0,0,0
464,"06:01:06AM Feb 7, 2022",96,72,0,0,0,0,0
465,"06:01:10AM Feb 7, 2022",96,75,0,0,0,0,0
466,"06:01:14AM Feb 7, 2022",96,75,0,0,0,0,0
467,"06:01:18AM Feb 7, 2022",97,72,0,0,0,0,0
468,"06:01:22AM Feb 7, 2022",97,72,0,0,0,0,0
469,"06:01:26AM Feb 7, 2022",97,74,0,0,0,0,0
470,"06:01:30AM Feb 7, 2022",97,71,0,0,0,0,0
471,"06:01:34AM Feb 7, 2022",97,70,0,0,0,0,0
472,"06:01:38AM Feb 7, 2022",97,72,0,0,0,0,0
473,"06:01:42AM Feb 7, 2022",97,74,0,0,0,0,0
474,"06:01:46AM Feb 7, 2022",97,65,0,0,0,0,0
475,"06:01:50AM Feb 7, 2022",97,63,0,0,0,0,0
476,"06:01:54AM Feb 7, 2022",97,67,0,0,0,0,0
477,"06:01:58AM Feb 7, 2022",97,74,0,0,0,0,0
478,"06:02:02AM Feb 7, 2022",97,75,0,0,0,0,0
479,"06:02:06AM Feb 7, 2022",97,75,0,0,0,0,0
480,"06:02:10AM Feb 7, 2022",97,74,0,0,0,0,0
481,"06:02:14AM Feb 7, 2022",97,73,0,0,0,0,0
482,"06:02:18AM Feb 7, 2022",97,78,0,0,0,0,0
483,"06:02:22AM Feb 7, 2022",97,69,0,0,0,0,0
484,"06:02:26AM Feb 7, 2022",97,66,0,0,0,0,0
485,"06:02:30AM Feb 7, 2022",97,70,0,0,0,0,0
486,"06:02:34AM Feb 7, 2022",97,68,0,0,0,0,0
487,"06:02:38AM Feb 7, 2022",97,72,0,0,0,0,0
488,"06:02:42AM Feb 7, 2022",97,75,0,0,0,0,0
489,"06:02:46AM Feb 7, 2022",97,76,0,0,0,0,0
490,"06:02:50AM Feb 7, 2022",97,70,0,0,0,0,0
491,"06:02:54AM Feb 7, 2022",96,69,0,0,0,0,0
492,"06:02:58AM Feb 7, 2022",96,72,0,0,0,0,0
493,"06:03:02AM Feb 7, 2022",96,73,0,0,0,0,0
494,"06:03:06AM Feb 7, 2022",97,71,0,0,0,0,0
495,"06:03:10AM Feb 7, 2022",97,73,0,0,0,0,0
496,"06:03:14AM Feb 7, 2022",97,71,0,0,0,0,0
497,"06:03:18AM Feb 7, 2022",96,71,0,0,0,0,0
498,"06:03:22AM Feb 7, 2022",96,77,0,0,0,0,0
499,"06:03:26AM Feb 7, 2022",96,78,0,0,0,0,0
500,"06:03:30AM Feb 7, 2022",96,71,0,0,0,0,0
501,"06:03:34AM Feb 7, 2022",96,74,0,0,0,0,0
502,"06:03:38AM Feb 7, 2022",96,77,0,0,0,0,0
503,"06:03:42AM Feb 7, 2022",96,74,0,0,0,0,0
504,"06:03:46AM Feb 7, 2022",96,74,0,0,0,0,0
505,"06:03:50AM Feb 7, 2022",96,73,0,0,0,0,0
506,"06:03:54AM Feb 7, 2022",96,71,0,0,0,0,0
507,"06:03:58AM Feb 7, 2022",96,73,0,0,0,0,0
508,"06:04:02AM Feb 7, 2022",96,76,0,0,0,0,0
509,"06:04:06AM Feb 7, 2022",96,78,0,0,0,0,0
510,"06:04:10AM Feb 7, 2022",96,75,0,0,0,0,0
511,"06:04:14AM Feb 7, 2022",96,70,0,0,0,0,0
512,"06:04:18AM Feb 7, 2022",96,70,0,0,0,0,0
513,"06:04:22AM Feb 7, 2022",96,77,0,0,0,0,0
514,"06:04:26AM Feb 7, 2022",96,77,0,0,0,0,0
515,"06:04:30AM Feb 7, 2022",96,71,0,0,0,0,0
516,"06:04:34AM Feb 7, 2022",96,71,0,0,0,0,0
517,"06:04:38AM Feb 7, 2022",96,74,0,0,0,0,0
518,"06:04:42AM Feb 7, 2022",96,77,0,0,0,0,0
519,"06:04:46AM Feb 7, 2022",96,77,0,0,0,0,0
520,"06:04:50AM Feb 7, 2022",96,64,0,0,0,0,0
521,"06:04:54AM Feb 7, 2022",96,62,0,0,0,0,0
522,"06:04:58AM Feb 7, 2022",96,71,0,0,0,0,0
523,"06:05:02AM Feb 7, 2022",96,75,0,0,0,0,0
524,"06:05:06AM Feb 7, 2022",96,70,0,0,0,0,0
525,"06:05:10AM Feb 7, 2022",96,66,0,0,0,0,0
526,"06:05:14AM Feb 7, 2022",96,70,0,0,0,0,0
527,"06:05:18AM Feb 7, 2022",96,69,0,0,0,0,0
528,"06:05:22AM Feb 7, 2022",96,70,0,0,0,0,0
529,"06:05:26AM Feb 7, 2022",97,67,0,0,0,0,0
530,"06:05:30AM Feb 7, 2022",97,68,0,0,0,0,0
531,"06:05:34AM Feb 7, 2022",97,73,0,0,0,0,0
532,"06:05:38AM Feb 7, 2022",97,74,0,0,0,0,0
533,"06:05:42AM Feb 7, 2022",97,74,0,0,0,0,0
534,"06:05:46AM Feb 7, 2022",97,77,0,0,0,0,0
535,"06:05:50AM Feb 7, 2022",96,75,0,0,0,0,0
536,"06:05:54AM Feb 7, 2022",96,73,0,0,0,0,0
537,"06:05:58AM Feb 7, 2022",96,71,0,0,0,0,0
538,"06:06:02AM Feb 7, 2022",96,72,0,0,0,0,0
539,"06:06:06AM Feb 7, 2022",97,76,0,0,0,0,0
540,"06:06:10AM Feb 7, 2022",97,72,0,0,0,0,0
541,"06:06:14AM Feb 7, 2022",96,65,0,0,0,0,0
542,"06:06:18AM Feb 7, 2022",96,72,0,0,0,0,0
543,"06:06:22AM Feb 7, 2022",96,72,0,0,0,0,0
544,"06:06:26AM Feb 7, 2022",96,74,0,0,0,0,0
545,"06:06:30AM Feb 7, 2022",96,71,0,0,0,0,0
546,"06:06:34AM Feb 7, 2022",96,66,0,0,0,0,0
547,"06:06:38AM Feb 7, 2022",96,72,0,0,0,0,0
548,"06:06:42AM Feb 7, 2022",96,80,0,0,0,0,0
549,"06:06:46AM Feb 7, 2022",96,78,0,0,0,0,0
550,"06:06:50AM Feb 7, 2022",96,78,54,0,0,0,0
551,"06:06:54AM Feb 7, 2022",96,78,89,0,0,0,0
552,"06:06:58AM Feb 7, 2022",96,78,9,0,0,0,0
553,"06:07:02AM Feb 7, 2022",96,78,1,0,0,0,0
554,"06:07:06AM Feb 7, 2022",96,79,0,0,0,0,0
555,"06:07:10AM Feb 7, 2022",96,79,0,0,0,0,0
556,"06:07:14AM Feb 7, 2022",96,75,1,0,0,0,0
557,"06:07:18AM Feb 7, 2022",96,73,0,0,0,0,0
558,"06:07:22AM Feb 7, 2022",96,73,0,0,0,0,0
559,"06:07:26AM Feb 7, 2022",97,67,0,0,0,0,0
560,"06:07:30AM Feb 7, 2022",97,67,0,0,0,0,0
561,"06:07:34AM Feb 7, 2022",97,63,2,0,0,0,0
562,"06:07:38AM Feb 7, 2022",97,63,10,0,0,0,0
563,"06:07:42AM Feb 7, 2022",97,63,42,0,0,0,0
564,"06:07:46AM Feb 7, 2022",97,63,47,0,0,0,0
565,"06:07:50AM Feb 7, 2022",97,63,37,0,0,0,0
566,"06:07:54AM Feb 7, 2022",97,63,9,0,0,0,0
567,"06:07:58AM Feb 7, 2022",97,63,1,0,0,0,0
568,"06:08:02AM Feb 7, 2022",97,63,0,0,0,0,0
569,"06:08:06AM Feb 7, 2022",98,67,0,0,0,0,0
570,"06:08:10AM Feb 7, 2022",98,79,0,0,0,0,0
571,"06:08:14AM Feb 7, 2022",98,81,0,0,0,0,0
572,"06:08:18AM Feb 7, 2022",98,83,0,0,0,0,0
573,"06:08:22AM Feb 7, 2022",98,80,0,0,0,0,0
574,"06:08:26AM Feb 7, 2022",98,78,2,0,0,0,0
575,"06:08:30AM Feb 7, 2022",98,79,0,0,0,0,0
576,"06:08:34AM Feb 7, 2022",98,74,0,0,0,0,0
577,"06:08:38AM Feb 7, 2022",98,69,0,0,0,0,0
578,"06:08:42AM Feb 7, 2022",98,72,0,0,0,0,0
579,"06:08:46AM Feb 7, 2022",98,78,0,0,0,0,0
580,"06:08:50AM Feb 7, 2022",98,76,0,0,0,0,0
581,"06:08:54AM Feb 7, 2022",98,73,0,0,0,0,0
582,"06:08:58AM Feb 7, 2022",97,71,0,0,0,0,0
583,"06:09:02AM Feb 7, 2022",98,69,0,0,0,0,0
584,"06:09:06AM Feb 7, 2022",98,65,0,0,0,0,0
585,"06:09:10AM Feb 7, 2022",98,67,0,0,0,0,0
586,"06:09:14AM Feb 7, 2022",98,71,0,0,0,0,0
587,"06:09:18AM Feb 7, 2022",98,68,0,0,0,0,0
588,"06:09:22AM Feb 7, 2022",98,63,0,0,0,0,0
589,"06:09:26AM Feb 7, 2022",98,70,0,0,0,0,0
590,"06:09:30AM Feb 7, 2022",97,74,0,0,0,0,0
591,"06:09:34AM Feb 7, 2022",97,75,0,0,0,0,0
592,"06:09:38AM Feb 7, 2022",97,74,0,0,0,0,0
593,"06:09:42AM Feb 7, 2022",97,65,0,0,0,0,0
594,"06:09:46AM Feb 7, 2022",97,63,0,0,0,0,0
595,"06:09:50AM Feb 7, 2022",98,69,0,0,0,0,0
596,"06:09:54AM Feb 7, 2022",97,74,0,0,0,0,0
597,"06:09:58AM Feb 7, 2022",97,78,0,0,0,0,0
598,"06:10:02AM Feb 7, 2022",97,75,0,0,0,0,0
599,"06:10:06AM Feb 7, 2022",97,72,0,0,0,0,0
600,"06:10:10AM Feb 7, 2022",97,66,0,0,0,0,0
601,"06:10:14AM Feb 7, 2022",97,64,0,0,0,0,0
602,"06:10:18AM Feb 7, 2022",97,64,0,0,0,0,0
603,"06:10:22AM Feb 7, 2022",97,60,0,0,0,0,0
604,"06:10:26AM Feb 7, 2022",97,64,0,0,0,0,0
605,"06:10:30AM Feb 7, 2022",97,64,0,0,0,0,0
606,"06:10:34AM Feb 7, 2022",97,62,0,0,0,0,0
607,"06:10:38AM Feb 7, 2022",97,61,0,0,0,0,0
608,"06:10:42AM Feb 7, 2022",97,70,1,0,0,0,0
609,"06:10:46AM Feb 7, 2022",98,71,0,0,0,0,0
610,"06:10:50AM Feb 7, 2022",98,70,0,0,0,0,0
611,"06:10:54AM Feb 7, 2022",98,70,0,0,0,0,0
612,"06:10:58AM Feb 7, 2022",97,67,0,0,0,0,0
613,"06:11:02AM Feb 7, 2022",97,67,0,0,0,0,0
614,"06:11:06AM Feb 7, 2022",97,69,0,0,0,0,0
615,"06:11:10AM Feb 7, 2022",97,73,0,0,0,0,0
616,"06:11:14AM Feb 7, 2022",97,72,0,0,0,0,0
617,"06:11:18AM Feb 7, 2022",97,71,0,0,0,0,0
618,"06:11:22AM Feb 7, 2022",97,72,0,0,0,0,0
619,"06:11:26AM Feb 7, 2022",97,71,0,0,0,0,0
620,"06:11:30AM Feb 7, 2022",97,67,0,0,0,0,0
621,"06:11:34AM Feb 7, 2022",97,67,0,0,0,0,0
622,"06:11:38AM Feb 7, 2022",97,70,0,0,0,0,0
623,"06:11:42AM Feb 7, 2022",97,72,0,0,0,0,0
624,"06:11:46AM Feb 7, 2022",97,76,0,0,0,0,0
625,"06:11:50AM Feb 7, 2022",97,75,0,0,0,0,0
626,"06:11:54AM Feb 7, 2022",97,71,0,0,0,0,0
627,"06:11:58AM Feb 7, 2022",97,67,0,0,0,0,0
628,"06:12:02AM Feb 7, 2022",97,67,0,0,0,0,0
629,"06:12:06AM Feb 7, 2022",97,70,0,0,0,0,0
630,"06:12:10AM Feb 7, 2022",97,63,0,0,0,0,0
631,"06:12:14AM Feb 7, 2022",97,63,0,0,0,0,0
632,"06:12:18AM Feb 7, 2022",97,65,0,0,0,0,0
633,"06:12:22AM Feb 7, 2022",97,71,0,0,0,0,0
634,"06:12:26AM Feb 7, 2022",97,78,0,0,0,0,0
635,"06:12:30AM Feb 7, 2022",97,74,0,0,0,0,0
636,"06:12:34AM Feb 7, 2022",97,73,0,0,0,0,0
637,"06:12:38AM Feb 7, 2022",97,73,0,0,0,0,0
638,"06:12:42AM Feb 7, 2022",97,71,1,0,0,0,0
639,"06:12:46AM Feb 7, 2022",97,74,0,0,0,0,0
640,"06:12:50AM Feb 7, 2022",97,75,1,0,0,0,0
641,"06:12:54AM Feb 7, 2022",97,75,0,0,0,0,0
642,"06:12:58AM Feb 7, 2022",97,72,1,0,0,0,0
643,"06:13:02AM Feb 7, 2022",97,67,0,0,0,0,0
644,"06:13:06AM Feb 7, 2022",97,63,0,0,0,0,0
645,"06:13:10AM Feb 7, 2022",97,65,1,0,0,0,0
646,"06:13:14AM Feb 7, 2022",97,75,0,0,0,0,0
647,"06:13:18AM Feb 7, 2022",97,81,0,0,0,0,0
648,"06:13:22AM Feb 7, 2022",97,74,0,0,0,0,0
649,"06:13:26AM Feb 7, 2022",97,74,1,0,0,0,0
650,"06:13:30AM Feb 7, 2022",97,75,0,0,0,0,0
651,"06:13:34AM Feb 7, 2022",97,70,0,0,0,0,0
652,"06:13:38AM Feb 7, 2022",97,69,0,0,0,0,0
653,"06:13:42AM Feb 7, 2022",97,74,0,0,0,0,0
654,"06:13:46AM Feb 7, 2022",97,77,0,0,0,0,0
655,"06:13:50AM Feb 7, 2022",97,72,0,0,0,0,0
656,"06:13:54AM Feb 7, 2022",97,73,0,0,0,0,0
657,"06:13:58AM Feb 7, 2022",97,74,0,0,0,0,0
658,"06:14:02AM Feb 7, 2022",97,74,0,0,0,0,0
659,"06:14:06AM Feb 7, 2022",97,63,0,0,0,0,0
660,"06:14:10AM Feb 7, 2022",97,69,0,0,0,0,0
661,"06:14:14AM Feb 7, 2022",97,70,0,0,0,0,0
662,"06:14:18AM Feb 7, 2022",97,72,0,0,0,0,0
663,"06:14:22AM Feb 7, 2022",97,73,0,0,0,0,0
664,"06:14:26AM Feb 7, 2022",97,71,0,0,0,0,0
665,"06:14:30AM Feb 7, 2022",97,69,0,0,0,0,0
666,"06:14:34AM Feb 7, 2022",97,69,0,0,0,0,0
667,"06:14:38AM Feb 7, 2022",97,72,0,0,0,0,0
668,"06:14:42AM Feb 7, 2022",97,71,0,0,0,0,0
669,"06:14:46AM Feb 7, 2022",97,72,0,0,0,0,0
670,"06:14:50AM Feb 7, 2022",97,73,0,0,0,0,0
671,"06:14:54AM Feb 7, 2022",97,72,0,0,0,0,0
672,"06:14:58AM Feb 7, 2022",97,77,0,0,0,0,0
673,"06:15:02AM Feb 7, 2022",97,75,1,0,0,0,0
674,"06:15:06AM Feb 7, 2022",97,72,0,0,0,0,0
675,"06:15:10AM Feb 7, 2022",97,70,0,0,0,0,0
676,"06:15:14AM Feb 7, 2022",97,75,0,0,0,0,0
677,"06:15:18AM Feb 7, 2022",97,77,0,0,0,0,0
678,"06:15:22AM Feb 7, 2022",97,80,0,0,0,0,0
679,"06:15:26AM Feb 7, 2022",97,76,0,0,0,0,0
680,"06:15:30AM Feb 7, 2022",96,70,0,0,0,0,0
681,"06:15:34AM Feb 7, 2022",96,73,1,0,0,0,0
682,"06:15:38AM Feb 7, 2022",96,65,1,0,0,0,0
683,"06:15:42AM Feb 7, 2022",96,67,0,0,0,0,0
684,"06:15:46AM Feb 7, 2022",96,66,0,0,0,0,0
685,"06:15:50AM Feb 7, 2022",96,69,0,0,0,0,0
686,"06:15:54AM Feb 7, 2022",96,70,0,0,0,0,0
687,"06:15:58AM Feb 7, 2022",97,67,0,0,0,0,0
688,"06:16:02AM Feb 7, 2022",96,64,0,0,0,0,0
689,"06:16:06AM Feb 7, 2022",96,67,1,0,0,0,0
690,"06:16:10AM Feb 7, 2022",97,71,0,0,0,0,0
691,"06:16:14AM Feb 7, 2022",97,67,0,0,0,0,0
692,"06:16:18AM Feb 7, 2022",96,68,0,0,0,0,0
693,"06:16:22AM Feb 7, 2022",96,68,0,0,0,0,0
694,"06:16:26AM Feb 7, 2022",96,69,1,0,0,0,0
695,"06:16:30AM Feb 7, 2022",96,73,0,0,0,0,0
696,"06:16:34AM Feb 7, 2022",97,76,0,0,0,0,0
697,"06:16:38AM Feb 7, 2022",97,73,0,0,0,0,0
698,"06:16:42AM Feb 7, 2022",96,77,0,0,0,0,0
699,"06:16:46AM Feb 7, 2022",96,76,0,0,0,0,0
700,"06:16:50AM Feb 7, 2022",96,73,0,0,0,0,0
701,"06:16:54AM Feb 7, 2022",96,66,0,0,0,0,0
702,"06:16:58AM Feb 7, 2022",96,57,0,0,0,0,0
703,"06:17:02AM Feb 7, 2022",96,64,0,0,0,0,0
704,"06:17:06AM Feb 7, 2022",96,68,0,0,0,0,0
705,"06:17:10AM Feb 7, 2022",96,68,0,0,0,0,0
706,"06:17:14AM Feb 7, 2022",96,74,0,0,0,0,0
707,"06:17:18AM Feb 7, 2022",96,76,0,0,0,0,0
708,"06:17:22AM Feb 7, 2022",96,69,0,0,0,0,0
709,"06:17:26AM Feb 7, 2022",96,68,0,0,0,0,0
710,"06:17:30AM Feb 7, 2022",96,71,0,0,0,0,0
711,"06:17:34AM Feb 7, 2022",96,69,0,0,0,0,0
712,"06:17:38AM Feb 7, 2022",96,70,0,0,0,0,0
713,"06:17:42AM Feb 7, 2022",96,64,0,0,0,0,0
714,"06:17:46AM Feb 7, 2022",96,66,0,0,0,0,0
715,"06:17:50AM Feb 7, 2022",96,73,0,0,0,0,0
716,"06:17:54AM Feb 7, 2022",96,71,0,0,0,0,0
717,"06:17:58AM Feb 7, 2022",96,70,0,0,0,0,0
718,"06:18:02AM Feb 7, 2022",96,69,0,0,0,0,0
719,"06:18:06AM Feb 7, 2022",96,69,0,0,0,0,0
720,"06:18:10AM Feb 7, 2022",96,68,0,0,0,0,0
721,"06:18:14AM Feb 7, 2022",96,74,0,0,0,0,0
722,"06:18:18AM Feb 7, 2022",96,72,0,0,0,0,0
723,"06:18:22AM Feb 7, 2022",96,74,0,0,0,0,0
724,"06:18:26AM Feb 7, 2022",96,70,0,0,0,0,0
725,"06:18:30AM Feb 7, 2022",96,74,0,0,0,0,0
726,"06:18:34AM Feb 7, 2022",96,73,0,0,0,0,0
727,"06:18:38AM Feb 7, 2022",96,70,1,0,0,0,0
728,"06:18:42AM Feb 7, 2022",96,71,0,0,0,0,0
729,"06:18:46AM Feb 7, 2022",96,77,0,0,0,0,0
730,"06:18:50AM Feb 7, 2022",96,72,0,0,0,0,0
731,"06:18:54AM Feb 7, 2022",96,68,0,0,0,0,0
732,"06:18:58AM Feb 7, 2022",96,68,0,0,0,0,0
733,"06:19:02AM Feb 7, 2022",96,72,0,0,0,0,0
734,"06:19:06AM Feb 7, 2022",96,74,0,0,0,0,0
735,"06:19:10AM Feb 7, 2022",96,73,0,0,0,0,0
736,"06:19:14AM Feb 7, 2022",96,75,1,0,0,0,0
737,"06:19:18AM Feb 7, 2022",96,78,0,0,0,0,0
738,"06:19:22AM Feb 7, 2022",96,71,0,0,0,0,0
739,"06:19:26AM Feb 7, 2022",96,64,0,0,0,0,0
740,"06:19:30AM Feb 7, 2022",96,62,0,0,0,0,0
741,"06:19:34AM Feb 7, 2022",96,72,0,0,0,0,0
742,"06:19:38AM Feb 7, 2022",96,68,0,0,0,0,0
743,"06:19:42AM Feb 7, 2022",96,67,0,0,0,0,0
744,"06:19:46AM Feb 7, 2022",96,65,0,0,0,0,0
745,"06:19:50AM Feb 7, 2022",96,69,1,0,0,0,0
746,"06:19:54AM Feb 7, 2022",96,75,0,0,0,0,0
747,"06:19:58AM Feb 7, 2022",96,73,0,0,0,0,0
748,"06:20:02AM Feb 7, 2022",97,70,0,0,0,0,0
749,"06:20:06AM Feb 7, 2022",97,71,0,0,0,0,0
750,"06:20:10AM Feb 7, 2022",97,70,0,0,0,0,0
751,"06:20:14AM Feb 7, 2022",97,70,0,0,0,0,0
752,"06:20:18AM Feb 7, 2022",97,63,0,0,0,0,0
753,"06:20:22AM Feb 7, 2022",97,69,0,0,0,0,0
754,"06:20:26AM Feb 7, 2022",97,73,0,0,0,0,0
755,"06:20:30AM Feb 7, 2022",97,65,0,0,0,0,0
756,"06:20:34AM Feb 7, 2022",97,64,0,0,0,0,0
757,"06:20:38AM Feb 7, 2022",97,67,0,0,0,0,0
758,"06:20:42AM Feb 7, 2022",97,76,0,0,0,0,0
759,"06:20:46AM Feb 7, 2022",97,69,1,0,0,0,0
760,"06:20:50AM Feb 7, 2022",96,65,0,0,0,0,0
761,"06:20:54AM Feb 7, 2022",97,63,0,0,0,0,0
762,"06:20:58AM Feb 7, 2022",97,64,0,0,0,0,0
763,"06:21:02AM Feb 7, 2022",97,66,0,0,0,0,0
764,"06:21:06AM Feb 7, 2022",97,69,0,0,0,0,0
765,"06:21:10AM Feb 7, 2022",97,68,0,0,0,0,0
766,"06:21:14AM Feb 7, 2022",97,65,0,0,0,0,0
767,"06:21:18AM Feb 7, 2022",97,69,0,0,0,0,0
768,"06:21:22AM Feb 7, 2022",97,71,0,0,0,0,0
769,"06:21:26AM Feb 7, 2022",97,70,0,0,0,0,0
770,"06:21:30AM Feb 7, 2022",97,68,0,0,0,0,0
771,"06:21:34AM Feb 7, 2022",97,80,1,0,0,0,0
772,"06:21:38AM Feb 7, 2022",97,81,0,0,0,0,0
773,"06:21:42AM Feb 7, 2022",97,63,1,0,0,0,0
774,"06:21:46AM Feb 7, 2022",97,57,0,0,0,0,0
775,"06:21:50AM Feb 7, 2022",97,62,0,0,0,0,0
776,"06:21:54AM Feb 7, 2022",97,68,0,0,0,0,0
777,"06:21:58AM Feb 7, 2022",97,74,0,0,0,0,0
778,"06:22:02AM Feb 7, 2022",97,70,0,0,0,0,0
779,"06:22:06AM Feb 7, 2022",97,67,0,0,0,0,0
780,"06:22:10AM Feb 7, 2022",97,74,0,0,0,0,0
781,"06:22:14AM Feb 7, 2022",97,75,0,0,0,0,0
782,"06:22:18AM Feb 7, 2022",97,74,0,0,0,0,0
783,"06:22:22AM Feb 7, 2022",97,71,1,0,0,0,0
784,"06:22:26AM Feb 7, 2022",97,72,0,0,0,0,0
785,"06:22:30AM Feb 7, 2022",97,74,0,0,0,0,0
786,"06:22:34AM Feb 7, 2022",97,72,0,0,0,0,0
787,"06:22:38AM Feb 7, 2022",96,65,0,0,0,0,0
788,"06:22:42AM Feb 7, 2022",96,66,0,0,0,0,0
789,"06:22:46AM Feb 7, 2022",96,63,0,0,0,0,0
790,"06:22:50AM Feb 7, 2022",97,70,0,0,0,0,0
791,"06:22:54AM Feb 7, 2022",97,73,0,0,0,0,0
792,"06:22:58AM Feb 7, 2022",97,76,0,0,0,0,0
793,"06:23:02AM Feb 7, 2022",97,73,0,0,0,0,0
794,"06:23:06AM Feb 7, 2022",97,73,1,0,0,0,0
795,"06:23:10AM Feb 7, 2022",97,70,0,0,0,0,0
796,"06:23:14AM Feb 7, 2022",97,68,0,0,0,0,0
797,"06:23:18AM Feb 7, 2022",97,72,0,0,0,0,0
798,"06:23:22AM Feb 7, 2022",97,73,0,0,0,0,0
799,"06:23:26AM Feb 7, 2022",97,73,0,0,0,0,0
800,"06:23:30AM Feb 7, 2022",97,74,0,0,0,0,0
801,"06:23:34AM Feb 7, 2022",97,70,0,0,0,0,0
802,"06:23:38AM Feb 7, 2022",97,63,0,0,0,0,0
803,"06:23:42AM Feb 7, 2022",97,70,0,0,0,0,0
804,"06:23:46AM Feb 7, 2022",97,75,0,0,0,0,0
805,"06:23:50AM Feb 7, 2022",97,72,0,0,0,0,0
806,"06:23:54AM Feb 7, 2022",97,69,0,0,0,0,0
807,"06:23:58AM Feb 7, 2022",97,74,0,0,0,0,0
808,"06:24:02AM Feb 7, 2022",97,73,0,0,0,0,0
809,"06:24:06AM Feb 7, 2022",97,68,0,0,0,0,0
810,"06:24:10AM Feb 7, 2022",97,68,0,0,0,0,0
811,"06:24:14AM Feb 7, 2022",97,70,0,0,0,0,0
812,"06:24:18AM Feb 7, 2022",97,70,0,0,0,0,0
813,"06:24:22AM Feb 7, 2022",97,71,0,0,0,0,0
814,"06:24:26AM Feb 7, 2022",97,68,0,0,0,0,0
815,"06:24:30AM Feb 7, 2022",97,71,0,0,0,0,0
