,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
4403,"06:49:35AM Feb 6, 2022",98,66,0,0,0,0,0
4404,"06:49:39AM Feb 6, 2022",98,65,0,0,0,0,0
4405,"06:49:43AM Feb 6, 2022",97,66,0,0,0,0,0
4406,"06:49:47AM Feb 6, 2022",97,72,0,0,0,0,0
4407,"06:49:51AM Feb 6, 2022",96,71,0,0,0,0,0
4408,"06:49:55AM Feb 6, 2022",96,71,0,0,0,0,0
4409,"06:49:59AM Feb 6, 2022",97,70,0,0,0,0,0
4410,"06:50:03AM Feb 6, 2022",97,64,0,0,0,0,0
4411,"06:50:07AM Feb 6, 2022",98,62,0,0,0,0,0
4412,"06:50:11AM Feb 6, 2022",98,62,0,0,0,0,0
4413,"06:50:15AM Feb 6, 2022",98,63,0,0,0,0,0
4414,"06:50:19AM Feb 6, 2022",98,69,0,0,0,0,0
4415,"06:50:23AM Feb 6, 2022",98,65,0,0,0,0,0
4416,"06:50:27AM Feb 6, 2022",98,63,0,0,0,0,0
4417,"06:50:31AM Feb 6, 2022",98,64,0,0,0,0,0
4418,"06:50:35AM Feb 6, 2022",98,63,0,0,0,0,0
4419,"06:50:39AM Feb 6, 2022",98,66,0,0,0,0,0
4420,"06:50:43AM Feb 6, 2022",97,70,0,0,0,0,0
4421,"06:50:47AM Feb 6, 2022",97,68,0,0,0,0,0
4422,"06:50:51AM Feb 6, 2022",97,61,0,0,0,0,0
4423,"06:50:55AM Feb 6, 2022",96,63,0,0,0,0,0
4424,"06:50:59AM Feb 6, 2022",96,71,0,0,0,0,0
4425,"06:51:03AM Feb 6, 2022",97,73,0,0,0,0,0
4426,"06:51:07AM Feb 6, 2022",98,67,0,0,0,0,0
4427,"06:51:11AM Feb 6, 2022",98,67,0,0,0,0,0
4428,"06:51:15AM Feb 6, 2022",98,71,0,0,0,0,0
4429,"06:51:19AM Feb 6, 2022",98,67,0,0,0,0,0
4430,"06:51:23AM Feb 6, 2022",98,64,0,0,0,0,0
4431,"06:51:27AM Feb 6, 2022",98,63,0,0,0,0,0
4432,"06:51:31AM Feb 6, 2022",98,65,0,0,0,0,0
4433,"06:51:35AM Feb 6, 2022",98,65,0,0,0,0,0
4434,"06:51:39AM Feb 6, 2022",98,63,0,0,0,0,0
4435,"06:51:43AM Feb 6, 2022",98,67,0,0,0,0,0
4436,"06:51:47AM Feb 6, 2022",98,73,0,0,0,0,0
4437,"06:51:51AM Feb 6, 2022",97,67,0,0,0,0,0
4438,"06:51:55AM Feb 6, 2022",97,68,0,0,0,0,0
4439,"06:51:59AM Feb 6, 2022",97,70,0,0,0,0,0
4440,"06:52:03AM Feb 6, 2022",96,72,0,0,0,0,0
4441,"06:52:07AM Feb 6, 2022",97,67,0,0,0,0,0
4442,"06:52:11AM Feb 6, 2022",98,61,0,0,0,0,0
4443,"06:52:15AM Feb 6, 2022",98,64,0,0,0,0,0
4444,"06:52:19AM Feb 6, 2022",98,69,0,0,0,0,0
4445,"06:52:23AM Feb 6, 2022",98,69,0,0,0,0,0
4446,"06:52:27AM Feb 6, 2022",98,71,0,0,0,0,0
4447,"06:52:31AM Feb 6, 2022",98,70,0,0,0,0,0
4448,"06:52:35AM Feb 6, 2022",98,70,0,0,0,0,0
4449,"06:52:39AM Feb 6, 2022",98,72,0,0,0,0,0
4450,"06:52:43AM Feb 6, 2022",98,73,0,0,0,0,0
4451,"06:52:47AM Feb 6, 2022",97,72,0,0,0,0,0
4452,"06:52:51AM Feb 6, 2022",97,65,0,0,0,0,0
4453,"06:52:55AM Feb 6, 2022",96,65,0,0,0,0,0
4454,"06:52:59AM Feb 6, 2022",96,66,0,0,0,0,0
4455,"06:53:03AM Feb 6, 2022",97,71,0,0,0,0,0
4456,"06:53:07AM Feb 6, 2022",98,75,0,0,0,0,0
4457,"06:53:11AM Feb 6, 2022",98,67,0,0,0,0,0
4458,"06:53:15AM Feb 6, 2022",98,64,0,0,0,0,0
4459,"06:53:19AM Feb 6, 2022",98,71,0,0,0,0,0
4460,"06:53:23AM Feb 6, 2022",98,66,0,0,0,0,0
4461,"06:53:27AM Feb 6, 2022",98,66,0,0,0,0,0
4462,"06:53:31AM Feb 6, 2022",98,64,0,0,0,0,0
4463,"06:53:35AM Feb 6, 2022",98,59,0,0,0,0,0
4464,"06:53:39AM Feb 6, 2022",98,65,0,0,0,0,0
4465,"06:53:43AM Feb 6, 2022",98,68,0,0,0,0,0
4466,"06:53:47AM Feb 6, 2022",98,70,0,0,0,0,0
4467,"06:53:51AM Feb 6, 2022",98,70,0,0,0,0,0
4468,"06:53:55AM Feb 6, 2022",98,74,0,0,0,0,0
4469,"06:53:59AM Feb 6, 2022",97,74,0,0,0,0,0
4470,"06:54:03AM Feb 6, 2022",97,70,0,0,0,0,0
4471,"06:54:07AM Feb 6, 2022",97,62,0,0,0,0,0
4472,"06:54:11AM Feb 6, 2022",98,68,0,0,0,0,0
4473,"06:54:15AM Feb 6, 2022",98,67,7,0,0,0,0
4474,"06:54:19AM Feb 6, 2022",98,67,1,0,0,0,0
4475,"06:54:23AM Feb 6, 2022",98,74,2,0,0,0,0
4476,"06:54:27AM Feb 6, 2022",98,80,0,0,0,0,0
4477,"06:54:31AM Feb 6, 2022",98,82,0,0,0,0,0
4478,"06:54:35AM Feb 6, 2022",98,74,0,0,0,0,0
4479,"06:54:39AM Feb 6, 2022",98,73,0,0,0,0,0
4480,"06:54:43AM Feb 6, 2022",98,69,0,0,0,0,0
4481,"06:54:47AM Feb 6, 2022",98,64,0,0,0,0,0
4482,"06:54:51AM Feb 6, 2022",98,70,0,0,0,0,0
4483,"06:54:55AM Feb 6, 2022",97,69,0,0,0,0,0
4484,"06:54:59AM Feb 6, 2022",96,68,0,0,0,0,0
4485,"06:55:03AM Feb 6, 2022",95,72,0,0,0,0,0
4486,"06:55:07AM Feb 6, 2022",94,65,0,0,0,0,0
4487,"06:55:11AM Feb 6, 2022",95,69,0,0,0,0,0
4488,"06:55:15AM Feb 6, 2022",96,69,0,0,0,0,0
4489,"06:55:19AM Feb 6, 2022",97,70,0,0,0,0,0
4490,"06:55:23AM Feb 6, 2022",98,66,0,0,0,0,0
4491,"06:55:27AM Feb 6, 2022",98,63,0,0,0,0,0
4492,"06:55:31AM Feb 6, 2022",98,66,0,0,0,0,0
4493,"06:55:35AM Feb 6, 2022",98,65,0,0,0,0,0
4494,"06:55:39AM Feb 6, 2022",98,60,0,0,0,0,0
4495,"06:55:43AM Feb 6, 2022",98,69,0,0,0,0,0
4496,"06:55:47AM Feb 6, 2022",98,69,0,0,0,0,0
4497,"06:55:51AM Feb 6, 2022",98,66,0,0,0,0,0
4498,"06:55:55AM Feb 6, 2022",98,72,0,0,0,0,0
4499,"06:55:59AM Feb 6, 2022",98,73,0,0,0,0,0
4500,"06:56:03AM Feb 6, 2022",97,67,0,0,0,0,0
4501,"06:56:07AM Feb 6, 2022",96,65,0,0,0,0,0
4502,"06:56:11AM Feb 6, 2022",96,67,0,0,0,0,0
4503,"06:56:15AM Feb 6, 2022",97,71,0,0,0,0,0
4504,"06:56:19AM Feb 6, 2022",97,67,0,0,0,0,0
4505,"06:56:23AM Feb 6, 2022",98,65,0,0,0,0,0
4506,"06:56:27AM Feb 6, 2022",98,66,0,0,0,0,0
4507,"06:56:31AM Feb 6, 2022",98,70,0,0,0,0,0
4508,"06:56:35AM Feb 6, 2022",98,75,0,0,0,0,0
4509,"06:56:39AM Feb 6, 2022",98,73,0,0,0,0,0
4510,"06:56:43AM Feb 6, 2022",98,66,0,0,0,0,0
4511,"06:56:47AM Feb 6, 2022",98,68,0,0,0,0,0
4512,"06:56:51AM Feb 6, 2022",98,71,0,0,0,0,0
4513,"06:56:55AM Feb 6, 2022",98,67,0,0,0,0,0
4514,"06:56:59AM Feb 6, 2022",97,67,0,0,0,0,0
4515,"06:57:03AM Feb 6, 2022",97,67,0,0,0,0,0
4516,"06:57:07AM Feb 6, 2022",96,69,0,0,0,0,0
4517,"06:57:11AM Feb 6, 2022",96,70,0,0,0,0,0
4518,"06:57:15AM Feb 6, 2022",96,63,0,0,0,0,0
4519,"06:57:19AM Feb 6, 2022",97,69,0,0,0,0,0
4520,"06:57:23AM Feb 6, 2022",98,67,0,0,0,0,0
4521,"06:57:27AM Feb 6, 2022",98,63,0,0,0,0,0
4522,"06:57:31AM Feb 6, 2022",98,65,0,0,0,0,0
4523,"06:57:35AM Feb 6, 2022",98,67,0,0,0,0,0
4524,"06:57:39AM Feb 6, 2022",98,64,0,0,0,0,0
4525,"06:57:43AM Feb 6, 2022",98,57,0,0,0,0,0
4526,"06:57:47AM Feb 6, 2022",98,63,0,0,0,0,0
4527,"06:57:51AM Feb 6, 2022",98,67,0,0,0,0,0
4528,"06:57:55AM Feb 6, 2022",98,67,0,0,0,0,0
4529,"06:57:59AM Feb 6, 2022",98,72,0,0,0,0,0
4530,"06:58:03AM Feb 6, 2022",97,66,0,0,0,0,0
4531,"06:58:07AM Feb 6, 2022",97,66,0,0,0,0,0
4532,"06:58:11AM Feb 6, 2022",97,67,0,0,0,0,0
4533,"06:58:15AM Feb 6, 2022",97,69,0,0,0,0,0
4534,"06:58:19AM Feb 6, 2022",97,75,0,0,0,0,0
4535,"06:58:23AM Feb 6, 2022",98,72,0,0,0,0,0
4536,"06:58:27AM Feb 6, 2022",98,67,0,0,0,0,0
4537,"06:58:31AM Feb 6, 2022",98,71,1,0,0,0,0
4538,"06:58:35AM Feb 6, 2022",98,67,0,0,0,0,0
4539,"06:58:39AM Feb 6, 2022",98,64,0,0,0,0,0
4540,"06:58:43AM Feb 6, 2022",98,66,0,0,0,0,0
4541,"06:58:47AM Feb 6, 2022",98,67,0,0,0,0,0
4542,"06:58:51AM Feb 6, 2022",98,67,0,0,0,0,0
4543,"06:58:55AM Feb 6, 2022",98,70,0,0,0,0,0
4544,"06:58:59AM Feb 6, 2022",98,72,1,0,0,0,0
4545,"06:59:03AM Feb 6, 2022",98,70,0,0,0,0,0
4546,"06:59:07AM Feb 6, 2022",98,71,30,0,0,0,0
4547,"06:59:11AM Feb 6, 2022",98,71,39,0,0,0,0
4548,"06:59:15AM Feb 6, 2022",98,71,25,0,0,0,0
4549,"06:59:19AM Feb 6, 2022",98,71,0,0,0,0,0
4550,"06:59:23AM Feb 6, 2022",98,75,0,0,0,0,0
4551,"06:59:27AM Feb 6, 2022",98,83,0,0,0,0,0
4552,"06:59:31AM Feb 6, 2022",98,80,0,0,0,0,0
4553,"06:59:35AM Feb 6, 2022",99,77,0,0,0,0,0
4554,"06:59:39AM Feb 6, 2022",99,76,0,0,0,0,0
4555,"06:59:43AM Feb 6, 2022",99,70,0,0,0,0,0
4556,"06:59:47AM Feb 6, 2022",98,65,0,0,0,0,0
4557,"06:59:51AM Feb 6, 2022",98,65,0,0,0,0,0
4558,"06:59:55AM Feb 6, 2022",98,67,0,0,0,0,0
4559,"06:59:59AM Feb 6, 2022",98,66,0,0,0,0,0
4560,"07:00:03AM Feb 6, 2022",98,63,0,0,0,0,0
4561,"07:00:07AM Feb 6, 2022",97,68,0,0,0,0,0
4562,"07:00:11AM Feb 6, 2022",97,66,0,0,0,0,0
4563,"07:00:15AM Feb 6, 2022",97,61,0,0,0,0,0
4564,"07:00:19AM Feb 6, 2022",98,63,0,0,0,0,0
4565,"07:00:23AM Feb 6, 2022",98,64,0,0,0,0,0
4566,"07:00:27AM Feb 6, 2022",98,61,0,0,0,0,0
4567,"07:00:31AM Feb 6, 2022",98,65,0,0,0,0,0
4568,"07:00:35AM Feb 6, 2022",98,76,0,0,0,0,0
4569,"07:00:39AM Feb 6, 2022",98,70,0,0,0,0,0
4570,"07:00:43AM Feb 6, 2022",98,65,0,0,0,0,0
4571,"07:00:47AM Feb 6, 2022",98,70,0,0,0,0,0
4572,"07:00:51AM Feb 6, 2022",98,72,0,0,0,0,0
4573,"07:00:55AM Feb 6, 2022",98,66,0,0,0,0,0
4574,"07:00:59AM Feb 6, 2022",98,62,53,0,0,0,0
4575,"07:01:03AM Feb 6, 2022",98,66,0,0,0,0,0
4576,"07:01:07AM Feb 6, 2022",97,69,0,0,0,0,0
4577,"07:01:11AM Feb 6, 2022",97,72,0,0,0,0,0
4578,"07:01:15AM Feb 6, 2022",97,71,0,0,0,0,0
4579,"07:01:19AM Feb 6, 2022",97,75,0,0,0,0,0
4580,"07:01:23AM Feb 6, 2022",98,73,0,0,0,0,0
4581,"07:01:27AM Feb 6, 2022",98,72,0,0,0,0,0
4582,"07:01:31AM Feb 6, 2022",98,74,1,0,0,0,0
4583,"07:01:35AM Feb 6, 2022",98,76,0,0,0,0,0
4584,"07:01:39AM Feb 6, 2022",98,75,0,0,0,0,0
4585,"07:01:43AM Feb 6, 2022",98,66,0,0,0,0,0
4586,"07:01:47AM Feb 6, 2022",98,72,0,0,0,0,0
4587,"07:01:51AM Feb 6, 2022",98,72,0,0,0,0,0
4588,"07:01:55AM Feb 6, 2022",98,64,0,0,0,0,0
4589,"07:01:59AM Feb 6, 2022",98,64,0,0,0,0,0
4590,"07:02:03AM Feb 6, 2022",98,69,0,0,0,0,0
4591,"07:02:07AM Feb 6, 2022",98,67,0,0,0,0,0
4592,"07:02:11AM Feb 6, 2022",98,68,0,0,0,0,0
4593,"07:02:15AM Feb 6, 2022",97,72,0,0,0,0,0
4594,"07:02:19AM Feb 6, 2022",97,70,0,0,0,0,0
4595,"07:02:23AM Feb 6, 2022",97,69,0,0,0,0,0
4596,"07:02:27AM Feb 6, 2022",97,65,0,0,0,0,0
4597,"07:02:31AM Feb 6, 2022",97,66,0,0,0,0,0
4598,"07:02:35AM Feb 6, 2022",98,64,0,0,0,0,0
4599,"07:02:39AM Feb 6, 2022",98,59,0,0,0,0,0
4600,"07:02:43AM Feb 6, 2022",98,67,0,0,0,0,0
4601,"07:02:47AM Feb 6, 2022",98,69,0,0,0,0,0
4602,"07:02:51AM Feb 6, 2022",98,73,0,0,0,0,0
4603,"07:02:55AM Feb 6, 2022",98,71,0,0,0,0,0
4604,"07:02:59AM Feb 6, 2022",98,63,0,0,0,0,0
4605,"07:03:03AM Feb 6, 2022",98,61,0,0,0,0,0
4606,"07:03:07AM Feb 6, 2022",98,60,0,0,0,0,0
4607,"07:03:11AM Feb 6, 2022",98,67,0,0,0,0,0
4608,"07:03:15AM Feb 6, 2022",98,71,0,0,0,0,0
4609,"07:03:19AM Feb 6, 2022",97,66,0,0,0,0,0
4610,"07:03:23AM Feb 6, 2022",97,71,0,0,0,0,0
4611,"07:03:27AM Feb 6, 2022",97,71,0,0,0,0,0
4612,"07:03:31AM Feb 6, 2022",97,62,1,0,0,0,0
4613,"07:03:35AM Feb 6, 2022",97,65,0,0,0,0,0
4614,"07:03:39AM Feb 6, 2022",98,73,0,0,0,0,0
4615,"07:03:43AM Feb 6, 2022",98,76,0,0,0,0,0
4616,"07:03:47AM Feb 6, 2022",98,74,0,0,0,0,0
4617,"07:03:51AM Feb 6, 2022",98,68,0,0,0,0,0
4618,"07:03:55AM Feb 6, 2022",98,67,0,0,0,0,0
4619,"07:03:59AM Feb 6, 2022",98,71,0,0,0,0,0
4620,"07:04:03AM Feb 6, 2022",98,74,0,0,0,0,0
4621,"07:04:07AM Feb 6, 2022",98,73,0,0,0,0,0
4622,"07:04:11AM Feb 6, 2022",98,70,0,0,0,0,0
4623,"07:04:15AM Feb 6, 2022",98,67,0,0,0,0,0
4624,"07:04:19AM Feb 6, 2022",98,67,0,0,0,0,0
4625,"07:04:23AM Feb 6, 2022",97,70,0,0,0,0,0
4626,"07:04:27AM Feb 6, 2022",97,70,0,0,0,0,0
4627,"07:04:31AM Feb 6, 2022",97,74,0,0,0,0,0
4628,"07:04:35AM Feb 6, 2022",98,73,0,0,0,0,0
4629,"07:04:39AM Feb 6, 2022",98,71,0,0,0,0,0
4630,"07:04:43AM Feb 6, 2022",98,70,0,0,0,0,0
4631,"07:04:47AM Feb 6, 2022",98,70,43,0,0,0,0
4632,"07:04:51AM Feb 6, 2022",98,70,6,0,0,0,0
4633,"07:04:55AM Feb 6, 2022",98,73,0,0,0,0,0
4634,"07:04:59AM Feb 6, 2022",98,74,1,0,0,0,0
4635,"07:05:03AM Feb 6, 2022",98,67,0,0,0,0,0
4636,"07:05:07AM Feb 6, 2022",98,67,1,0,0,0,0
4637,"07:05:11AM Feb 6, 2022",98,69,0,0,0,0,0
4638,"07:05:15AM Feb 6, 2022",98,70,0,0,0,0,0
4639,"07:05:19AM Feb 6, 2022",98,71,0,0,0,0,0
4640,"07:05:23AM Feb 6, 2022",98,65,0,0,0,0,0
4641,"07:05:27AM Feb 6, 2022",97,63,0,0,0,0,0
4642,"07:05:31AM Feb 6, 2022",97,65,1,0,0,0,0
4643,"07:05:35AM Feb 6, 2022",97,65,0,0,0,0,0
4644,"07:05:39AM Feb 6, 2022",97,67,0,0,0,0,0
4645,"07:05:43AM Feb 6, 2022",97,73,0,0,0,0,0
4646,"07:05:47AM Feb 6, 2022",97,78,0,0,0,0,0
4647,"07:05:51AM Feb 6, 2022",98,68,0,0,0,0,0
4648,"07:05:55AM Feb 6, 2022",98,59,0,0,0,0,0
4649,"07:05:59AM Feb 6, 2022",98,68,0,0,0,0,0
4650,"07:06:03AM Feb 6, 2022",98,72,0,0,0,0,0
4651,"07:06:07AM Feb 6, 2022",98,66,0,0,0,0,0
4652,"07:06:11AM Feb 6, 2022",98,66,0,0,0,0,0
4653,"07:06:15AM Feb 6, 2022",98,70,0,0,0,0,0
4654,"07:06:19AM Feb 6, 2022",98,69,0,0,0,0,0
4655,"07:06:23AM Feb 6, 2022",98,67,0,0,0,0,0
4656,"07:06:27AM Feb 6, 2022",98,65,0,0,0,0,0
4657,"07:06:31AM Feb 6, 2022",97,69,0,0,0,0,0
4658,"07:06:35AM Feb 6, 2022",97,67,0,0,0,0,0
4659,"07:06:39AM Feb 6, 2022",97,58,0,0,0,0,0
4660,"07:06:43AM Feb 6, 2022",96,59,0,0,0,0,0
4661,"07:06:47AM Feb 6, 2022",97,57,0,0,0,0,0
4662,"07:06:51AM Feb 6, 2022",97,58,0,0,0,0,0
4663,"07:06:55AM Feb 6, 2022",98,67,0,0,0,0,0
4664,"07:06:59AM Feb 6, 2022",98,67,0,0,0,0,0
4665,"07:07:03AM Feb 6, 2022",98,70,0,0,0,0,0
4666,"07:07:07AM Feb 6, 2022",98,75,0,0,0,0,0
4667,"07:07:11AM Feb 6, 2022",98,75,0,0,0,0,0
4668,"07:07:15AM Feb 6, 2022",98,75,0,0,0,0,0
4669,"07:07:19AM Feb 6, 2022",98,70,0,0,0,0,0
4670,"07:07:23AM Feb 6, 2022",98,64,0,0,0,0,0
4671,"07:07:27AM Feb 6, 2022",98,68,0,0,0,0,0
4672,"07:07:31AM Feb 6, 2022",98,70,0,0,0,0,0
4673,"07:07:35AM Feb 6, 2022",97,67,0,0,0,0,0
4674,"07:07:39AM Feb 6, 2022",97,70,0,0,0,0,0
4675,"07:07:43AM Feb 6, 2022",97,64,0,0,0,0,0
4676,"07:07:47AM Feb 6, 2022",97,64,0,0,0,0,0
4677,"07:07:51AM Feb 6, 2022",97,68,0,0,0,0,0
4678,"07:07:55AM Feb 6, 2022",97,67,0,0,0,0,0
4679,"07:07:59AM Feb 6, 2022",98,69,0,0,0,0,0
4680,"07:08:03AM Feb 6, 2022",98,65,0,0,0,0,0
4681,"07:08:07AM Feb 6, 2022",98,63,1,0,0,0,0
4682,"07:08:11AM Feb 6, 2022",98,65,0,0,0,0,0
4683,"07:08:15AM Feb 6, 2022",98,70,1,0,0,0,0
4684,"07:08:19AM Feb 6, 2022",98,71,0,0,0,0,0
4685,"07:08:23AM Feb 6, 2022",98,65,0,0,0,0,0
4686,"07:08:27AM Feb 6, 2022",98,67,0,0,0,0,0
4687,"07:08:31AM Feb 6, 2022",98,68,1,0,0,0,0
4688,"07:08:35AM Feb 6, 2022",98,69,0,0,0,0,0
4689,"07:08:39AM Feb 6, 2022",98,65,0,0,0,0,0
4690,"07:08:43AM Feb 6, 2022",98,65,0,0,0,0,0
4691,"07:08:47AM Feb 6, 2022",98,65,0,0,0,0,0
4692,"07:08:51AM Feb 6, 2022",97,67,0,0,0,0,0
4693,"07:08:55AM Feb 6, 2022",97,67,0,0,0,0,0
4694,"07:08:59AM Feb 6, 2022",97,67,0,0,0,0,0
4695,"07:09:03AM Feb 6, 2022",98,68,0,0,0,0,0
4696,"07:09:07AM Feb 6, 2022",98,67,0,0,0,0,0
4697,"07:09:11AM Feb 6, 2022",98,66,0,0,0,0,0
4698,"07:09:15AM Feb 6, 2022",98,67,0,0,0,0,0
4699,"07:09:19AM Feb 6, 2022",98,67,0,0,0,0,0
4700,"07:09:23AM Feb 6, 2022",98,69,0,0,0,0,0
4701,"07:09:27AM Feb 6, 2022",98,67,0,0,0,0,0
4702,"07:09:31AM Feb 6, 2022",98,65,0,0,0,0,0
4703,"07:09:35AM Feb 6, 2022",98,72,0,0,0,0,0
4704,"07:09:39AM Feb 6, 2022",98,67,0,0,0,0,0
4705,"07:09:43AM Feb 6, 2022",98,64,0,0,0,0,0
4706,"07:09:47AM Feb 6, 2022",98,64,0,0,0,0,0
4707,"07:09:51AM Feb 6, 2022",97,59,0,0,0,0,0
4708,"07:09:55AM Feb 6, 2022",97,71,0,0,0,0,0
4709,"07:09:59AM Feb 6, 2022",97,68,0,0,0,0,0
4710,"07:10:03AM Feb 6, 2022",97,63,0,0,0,0,0
4711,"07:10:07AM Feb 6, 2022",98,68,0,0,0,0,0
4712,"07:10:11AM Feb 6, 2022",98,67,0,0,0,0,0
4713,"07:10:15AM Feb 6, 2022",98,63,0,0,0,0,0
4714,"07:10:19AM Feb 6, 2022",98,64,0,0,0,0,0
4715,"07:10:23AM Feb 6, 2022",98,65,0,0,0,0,0
4716,"07:10:27AM Feb 6, 2022",98,67,0,0,0,0,0
4717,"07:10:31AM Feb 6, 2022",98,70,0,0,0,0,0
4718,"07:10:35AM Feb 6, 2022",98,70,0,0,0,0,0
4719,"07:10:39AM Feb 6, 2022",98,67,0,0,0,0,0
4720,"07:10:43AM Feb 6, 2022",98,63,0,0,0,0,0
4721,"07:10:47AM Feb 6, 2022",98,64,0,0,0,0,0
4722,"07:10:51AM Feb 6, 2022",98,67,0,0,0,0,0
4723,"07:10:55AM Feb 6, 2022",98,67,0,0,0,0,0
4724,"07:10:59AM Feb 6, 2022",98,73,0,0,0,0,0
4725,"07:11:03AM Feb 6, 2022",97,78,0,0,0,0,0
4726,"07:11:07AM Feb 6, 2022",98,73,0,0,0,0,0
4727,"07:11:11AM Feb 6, 2022",98,69,0,0,0,0,0
4728,"07:11:15AM Feb 6, 2022",97,71,0,0,0,0,0
4729,"07:11:19AM Feb 6, 2022",97,71,1,0,0,0,0
4730,"07:11:23AM Feb 6, 2022",98,66,0,0,0,0,0
4731,"07:11:27AM Feb 6, 2022",98,63,0,0,0,0,0
4732,"07:11:31AM Feb 6, 2022",98,64,0,0,0,0,0
4733,"07:11:35AM Feb 6, 2022",98,65,0,0,0,0,0
4734,"07:11:39AM Feb 6, 2022",98,66,0,0,0,0,0
4735,"07:11:43AM Feb 6, 2022",98,71,0,0,0,0,0
4736,"07:11:47AM Feb 6, 2022",98,70,0,0,0,0,0
4737,"07:11:51AM Feb 6, 2022",98,70,0,0,0,0,0
4738,"07:11:55AM Feb 6, 2022",98,70,0,0,0,0,0
4739,"07:11:59AM Feb 6, 2022",98,69,0,0,0,0,0
4740,"07:12:03AM Feb 6, 2022",98,69,0,0,0,0,0
4741,"07:12:07AM Feb 6, 2022",98,69,0,0,0,0,0
4742,"07:12:11AM Feb 6, 2022",98,73,0,0,0,0,0
4743,"07:12:15AM Feb 6, 2022",98,69,0,0,0,0,0
4744,"07:12:19AM Feb 6, 2022",98,65,0,0,0,0,0
4745,"07:12:23AM Feb 6, 2022",98,68,0,0,0,0,0
4746,"07:12:27AM Feb 6, 2022",98,73,0,0,0,0,0
4747,"07:12:31AM Feb 6, 2022",98,71,0,0,0,0,0
4748,"07:12:35AM Feb 6, 2022",98,65,0,0,0,0,0
4749,"07:12:39AM Feb 6, 2022",98,63,0,0,0,0,0
4750,"07:12:43AM Feb 6, 2022",98,64,0,0,0,0,0
4751,"07:12:47AM Feb 6, 2022",98,66,0,0,0,0,0
4752,"07:12:51AM Feb 6, 2022",98,69,0,0,0,0,0
4753,"07:12:55AM Feb 6, 2022",98,68,0,0,0,0,0
4754,"07:12:59AM Feb 6, 2022",98,67,0,0,0,0,0
4755,"07:13:03AM Feb 6, 2022",98,71,0,0,0,0,0
4756,"07:13:07AM Feb 6, 2022",98,73,0,0,0,0,0
4757,"07:13:11AM Feb 6, 2022",98,65,0,0,0,0,0
4758,"07:13:15AM Feb 6, 2022",98,70,0,0,0,0,0
4759,"07:13:19AM Feb 6, 2022",98,71,0,0,0,0,0
4760,"07:13:23AM Feb 6, 2022",98,69,0,0,0,0,0
4761,"07:13:27AM Feb 6, 2022",98,74,0,0,0,0,0
4762,"07:13:31AM Feb 6, 2022",98,71,0,0,0,0,0
4763,"07:13:35AM Feb 6, 2022",98,65,0,0,0,0,0
4764,"07:13:39AM Feb 6, 2022",98,62,0,0,0,0,0
4765,"07:13:43AM Feb 6, 2022",98,67,0,0,0,0,0
4766,"07:13:47AM Feb 6, 2022",98,68,0,0,0,0,0
4767,"07:13:51AM Feb 6, 2022",98,70,0,0,0,0,0
4768,"07:13:55AM Feb 6, 2022",98,74,1,0,0,0,0
4769,"07:13:59AM Feb 6, 2022",98,65,0,0,0,0,0
4770,"07:14:03AM Feb 6, 2022",98,65,0,0,0,0,0
4771,"07:14:07AM Feb 6, 2022",98,71,0,0,0,0,0
4772,"07:14:11AM Feb 6, 2022",98,67,0,0,0,0,0
4773,"07:14:15AM Feb 6, 2022",98,65,0,0,0,0,0
4774,"07:14:19AM Feb 6, 2022",98,66,0,0,0,0,0
4775,"07:14:23AM Feb 6, 2022",98,64,0,0,0,0,0
4776,"07:14:27AM Feb 6, 2022",98,67,0,0,0,0,0
4777,"07:14:31AM Feb 6, 2022",98,67,0,0,0,0,0
4778,"07:14:35AM Feb 6, 2022",98,66,0,0,0,0,0
4779,"07:14:39AM Feb 6, 2022",98,68,0,0,0,0,0
4780,"07:14:43AM Feb 6, 2022",98,67,0,0,0,0,0
4781,"07:14:47AM Feb 6, 2022",98,64,0,0,0,0,0
4782,"07:14:51AM Feb 6, 2022",98,59,0,0,0,0,0
4783,"07:14:55AM Feb 6, 2022",98,61,0,0,0,0,0
4784,"07:14:59AM Feb 6, 2022",98,70,0,0,0,0,0
4785,"07:15:03AM Feb 6, 2022",98,72,0,0,0,0,0
4786,"07:15:07AM Feb 6, 2022",98,67,0,0,0,0,0
4787,"07:15:11AM Feb 6, 2022",98,65,0,0,0,0,0
4788,"07:15:15AM Feb 6, 2022",98,69,0,0,0,0,0
4789,"07:15:19AM Feb 6, 2022",98,68,0,0,0,0,0
4790,"07:15:23AM Feb 6, 2022",98,64,0,0,0,0,0
4791,"07:15:27AM Feb 6, 2022",98,65,0,0,0,0,0
4792,"07:15:31AM Feb 6, 2022",98,66,0,0,0,0,0
4793,"07:15:35AM Feb 6, 2022",98,69,1,0,0,0,0
4794,"07:15:39AM Feb 6, 2022",98,72,0,0,0,0,0
4795,"07:15:43AM Feb 6, 2022",98,66,0,0,0,0,0
4796,"07:15:47AM Feb 6, 2022",98,61,0,0,0,0,0
4797,"07:15:51AM Feb 6, 2022",98,68,0,0,0,0,0
4798,"07:15:55AM Feb 6, 2022",98,69,0,0,0,0,0
4799,"07:15:59AM Feb 6, 2022",98,69,0,0,0,0,0
4800,"07:16:03AM Feb 6, 2022",98,68,0,0,0,0,0
