,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
1501,"03:36:07AM Feb 6, 2022",98,66,0,0,0,0,0
1502,"03:36:11AM Feb 6, 2022",98,61,0,0,0,0,0
1503,"03:36:15AM Feb 6, 2022",98,66,0,0,0,0,0
1504,"03:36:19AM Feb 6, 2022",98,69,0,0,0,0,0
1505,"03:36:23AM Feb 6, 2022",98,67,0,0,0,0,0
1506,"03:36:27AM Feb 6, 2022",97,66,0,0,0,0,0
1507,"03:36:31AM Feb 6, 2022",97,66,0,0,0,0,0
1508,"03:36:35AM Feb 6, 2022",97,74,0,0,0,0,0
1509,"03:36:39AM Feb 6, 2022",98,76,0,0,0,0,0
1510,"03:36:43AM Feb 6, 2022",98,72,0,0,0,0,0
1511,"03:36:47AM Feb 6, 2022",98,72,0,0,0,0,0
1512,"03:36:51AM Feb 6, 2022",98,65,0,0,0,0,0
1513,"03:36:55AM Feb 6, 2022",98,61,0,0,0,0,0
1514,"03:36:59AM Feb 6, 2022",98,67,0,0,0,0,0
1515,"03:37:03AM Feb 6, 2022",98,71,0,0,0,0,0
1516,"03:37:07AM Feb 6, 2022",98,70,0,0,0,0,0
1517,"03:37:11AM Feb 6, 2022",97,75,0,0,0,0,0
1518,"03:37:15AM Feb 6, 2022",97,76,0,0,0,0,0
1519,"03:37:19AM Feb 6, 2022",98,71,0,0,0,0,0
1520,"03:37:23AM Feb 6, 2022",98,69,0,0,0,0,0
1521,"03:37:27AM Feb 6, 2022",97,68,0,0,0,0,0
1522,"03:37:31AM Feb 6, 2022",97,64,0,0,0,0,0
1523,"03:37:35AM Feb 6, 2022",96,62,0,0,0,0,0
1524,"03:37:39AM Feb 6, 2022",97,65,0,0,0,0,0
1525,"03:37:43AM Feb 6, 2022",98,72,0,0,0,0,0
1526,"03:37:47AM Feb 6, 2022",98,71,0,0,0,0,0
1527,"03:37:51AM Feb 6, 2022",98,67,0,0,0,0,0
1528,"03:37:55AM Feb 6, 2022",98,70,0,0,0,0,0
1529,"03:37:59AM Feb 6, 2022",98,68,0,0,0,0,0
1530,"03:38:03AM Feb 6, 2022",98,73,0,0,0,0,0
1531,"03:38:07AM Feb 6, 2022",98,71,0,0,0,0,0
1532,"03:38:11AM Feb 6, 2022",98,67,0,0,0,0,0
1533,"03:38:15AM Feb 6, 2022",98,71,0,0,0,0,0
1534,"03:38:19AM Feb 6, 2022",98,72,0,0,0,0,0
1535,"03:38:23AM Feb 6, 2022",98,74,0,0,0,0,0
1536,"03:38:27AM Feb 6, 2022",98,71,0,0,0,0,0
1537,"03:38:31AM Feb 6, 2022",97,72,0,0,0,0,0
1538,"03:38:35AM Feb 6, 2022",97,69,0,0,0,0,0
1539,"03:38:39AM Feb 6, 2022",97,74,0,0,0,0,0
1540,"03:38:43AM Feb 6, 2022",98,72,0,0,0,0,0
1541,"03:38:47AM Feb 6, 2022",98,71,0,0,0,0,0
1542,"03:38:51AM Feb 6, 2022",98,73,0,0,0,0,0
1543,"03:38:55AM Feb 6, 2022",98,77,0,0,0,0,0
1544,"03:38:59AM Feb 6, 2022",98,70,0,0,0,0,0
1545,"03:39:03AM Feb 6, 2022",98,63,0,0,0,0,0
1546,"03:39:07AM Feb 6, 2022",98,65,0,0,0,0,0
1547,"03:39:11AM Feb 6, 2022",98,68,0,0,0,0,0
1548,"03:39:15AM Feb 6, 2022",98,73,0,0,0,0,0
1549,"03:39:19AM Feb 6, 2022",98,67,0,0,0,0,0
1550,"03:39:23AM Feb 6, 2022",97,62,0,0,0,0,0
1551,"03:39:27AM Feb 6, 2022",98,66,0,0,0,0,0
1552,"03:39:31AM Feb 6, 2022",98,74,0,0,0,0,0
1553,"03:39:35AM Feb 6, 2022",98,78,0,0,0,0,0
1554,"03:39:39AM Feb 6, 2022",98,81,0,0,0,0,0
1555,"03:39:43AM Feb 6, 2022",98,79,0,0,0,0,0
1556,"03:39:47AM Feb 6, 2022",98,74,0,0,0,0,0
1557,"03:39:51AM Feb 6, 2022",98,70,0,0,0,0,0
1558,"03:39:55AM Feb 6, 2022",98,76,0,0,0,0,0
1559,"03:39:59AM Feb 6, 2022",98,82,0,0,0,0,0
1560,"03:40:03AM Feb 6, 2022",98,78,0,0,0,0,0
1561,"03:40:07AM Feb 6, 2022",98,71,0,0,0,0,0
1562,"03:40:11AM Feb 6, 2022",97,72,0,0,0,0,0
1563,"03:40:15AM Feb 6, 2022",97,72,0,0,0,0,0
1564,"03:40:19AM Feb 6, 2022",97,72,0,0,0,0,0
1565,"03:40:23AM Feb 6, 2022",97,66,0,0,0,0,0
1566,"03:40:27AM Feb 6, 2022",97,66,0,0,0,0,0
1567,"03:40:31AM Feb 6, 2022",98,73,0,0,0,0,0
1568,"03:40:35AM Feb 6, 2022",98,70,0,0,0,0,0
1569,"03:40:39AM Feb 6, 2022",98,71,0,0,0,0,0
1570,"03:40:43AM Feb 6, 2022",98,72,0,0,0,0,0
1571,"03:40:47AM Feb 6, 2022",98,66,0,0,0,0,0
1572,"03:40:51AM Feb 6, 2022",98,64,0,0,0,0,0
1573,"03:40:55AM Feb 6, 2022",98,62,0,0,0,0,0
1574,"03:40:59AM Feb 6, 2022",98,67,0,0,0,0,0
1575,"03:41:03AM Feb 6, 2022",98,69,0,0,0,0,0
1576,"03:41:07AM Feb 6, 2022",98,69,0,0,0,0,0
1577,"03:41:11AM Feb 6, 2022",98,71,0,0,0,0,0
1578,"03:41:15AM Feb 6, 2022",97,72,0,0,0,0,0
1579,"03:41:19AM Feb 6, 2022",97,70,0,0,0,0,0
1580,"03:41:23AM Feb 6, 2022",97,62,0,0,0,0,0
1581,"03:41:27AM Feb 6, 2022",97,62,0,0,0,0,0
1582,"03:41:31AM Feb 6, 2022",98,67,0,0,0,0,0
1583,"03:41:35AM Feb 6, 2022",98,68,0,0,0,0,0
1584,"03:41:39AM Feb 6, 2022",98,72,0,0,0,0,0
1585,"03:41:43AM Feb 6, 2022",98,70,0,0,0,0,0
1586,"03:41:47AM Feb 6, 2022",98,68,0,0,0,0,0
1587,"03:41:51AM Feb 6, 2022",98,75,1,0,0,0,0
1588,"03:41:55AM Feb 6, 2022",98,75,1,0,0,0,0
1589,"03:41:59AM Feb 6, 2022",98,79,21,0,0,0,0
1590,"03:42:03AM Feb 6, 2022",98,79,31,0,0,0,0
1591,"03:42:07AM Feb 6, 2022",98,79,1,0,0,0,0
1592,"03:42:11AM Feb 6, 2022",98,79,0,0,0,0,0
1593,"03:42:15AM Feb 6, 2022",98,82,0,0,0,0,0
1594,"03:42:19AM Feb 6, 2022",98,86,0,0,0,0,0
1595,"03:42:23AM Feb 6, 2022",98,82,0,0,0,0,0
1596,"03:42:27AM Feb 6, 2022",98,84,0,0,0,0,0
1597,"03:42:31AM Feb 6, 2022",98,79,0,0,0,0,0
1598,"03:42:35AM Feb 6, 2022",98,74,0,0,0,0,0
1599,"03:42:39AM Feb 6, 2022",99,67,0,0,0,0,0
1600,"03:42:43AM Feb 6, 2022",99,65,1,0,0,0,0
1601,"03:42:47AM Feb 6, 2022",99,67,0,0,0,0,0
1602,"03:42:51AM Feb 6, 2022",99,67,0,0,0,0,0
1603,"03:42:55AM Feb 6, 2022",99,71,0,0,0,0,0
1604,"03:42:59AM Feb 6, 2022",99,69,0,0,0,0,0
1605,"03:43:03AM Feb 6, 2022",99,69,0,0,0,0,0
1606,"03:43:07AM Feb 6, 2022",99,72,0,0,0,0,0
1607,"03:43:11AM Feb 6, 2022",98,67,0,0,0,0,0
1608,"03:43:15AM Feb 6, 2022",98,65,35,0,0,0,0
1609,"03:43:19AM Feb 6, 2022",98,65,36,0,0,0,0
1610,"03:43:23AM Feb 6, 2022",98,65,54,0,0,0,0
1611,"03:43:27AM Feb 6, 2022",98,65,4,0,0,0,0
1612,"03:43:31AM Feb 6, 2022",98,65,11,0,0,0,0
1613,"03:43:35AM Feb 6, 2022",98,68,0,0,0,0,0
1614,"03:43:39AM Feb 6, 2022",98,80,0,0,0,0,0
1615,"03:43:43AM Feb 6, 2022",98,83,0,0,0,0,0
1616,"03:43:47AM Feb 6, 2022",98,86,0,0,0,0,0
1617,"03:43:51AM Feb 6, 2022",98,82,0,0,0,0,0
1618,"03:43:55AM Feb 6, 2022",98,73,0,0,0,0,0
1619,"03:43:59AM Feb 6, 2022",99,72,0,0,0,0,0
1620,"03:44:03AM Feb 6, 2022",98,75,0,0,0,0,0
1621,"03:44:07AM Feb 6, 2022",98,75,0,0,0,0,0
1622,"03:44:11AM Feb 6, 2022",98,77,0,0,0,0,0
1623,"03:44:15AM Feb 6, 2022",98,70,0,0,0,0,0
1624,"03:44:19AM Feb 6, 2022",98,72,0,0,0,0,0
1625,"03:44:23AM Feb 6, 2022",98,66,0,0,0,0,0
1626,"03:44:27AM Feb 6, 2022",98,66,0,0,0,0,0
1627,"03:44:31AM Feb 6, 2022",98,69,0,0,0,0,0
1628,"03:44:35AM Feb 6, 2022",98,75,0,0,0,0,0
1629,"03:44:39AM Feb 6, 2022",97,77,0,0,0,0,0
1630,"03:44:43AM Feb 6, 2022",97,73,0,0,0,0,0
1631,"03:44:47AM Feb 6, 2022",97,69,0,0,0,0,0
1632,"03:44:51AM Feb 6, 2022",97,73,0,0,0,0,0
1633,"03:44:55AM Feb 6, 2022",97,72,0,0,0,0,0
1634,"03:44:59AM Feb 6, 2022",98,71,0,0,0,0,0
1635,"03:45:03AM Feb 6, 2022",98,74,0,0,0,0,0
1636,"03:45:07AM Feb 6, 2022",98,74,0,0,0,0,0
1637,"03:45:11AM Feb 6, 2022",98,67,0,0,0,0,0
1638,"03:45:15AM Feb 6, 2022",98,73,0,0,0,0,0
1639,"03:45:19AM Feb 6, 2022",98,77,0,0,0,0,0
1640,"03:45:23AM Feb 6, 2022",98,70,0,0,0,0,0
1641,"03:45:27AM Feb 6, 2022",98,70,0,0,0,0,0
1642,"03:45:31AM Feb 6, 2022",97,65,0,0,0,0,0
1643,"03:45:35AM Feb 6, 2022",97,69,0,0,0,0,0
1644,"03:45:39AM Feb 6, 2022",97,79,0,0,0,0,0
1645,"03:45:43AM Feb 6, 2022",97,81,0,0,0,0,0
1646,"03:45:47AM Feb 6, 2022",97,74,0,0,0,0,0
1647,"03:45:51AM Feb 6, 2022",97,69,0,0,0,0,0
1648,"03:45:55AM Feb 6, 2022",97,73,0,0,0,0,0
1649,"03:45:59AM Feb 6, 2022",98,75,0,0,0,0,0
1650,"03:46:03AM Feb 6, 2022",98,72,0,0,0,0,0
1651,"03:46:07AM Feb 6, 2022",98,71,0,0,0,0,0
1652,"03:46:11AM Feb 6, 2022",98,79,0,0,0,0,0
1653,"03:46:15AM Feb 6, 2022",98,80,0,0,0,0,0
1654,"03:46:19AM Feb 6, 2022",98,76,0,0,0,0,0
1655,"03:46:23AM Feb 6, 2022",98,76,0,0,0,0,0
1656,"03:46:27AM Feb 6, 2022",98,75,0,0,0,0,0
1657,"03:46:31AM Feb 6, 2022",98,79,0,0,0,0,0
1658,"03:46:35AM Feb 6, 2022",97,73,0,0,0,0,0
1659,"03:46:39AM Feb 6, 2022",97,67,0,0,0,0,0
1660,"03:46:43AM Feb 6, 2022",96,66,0,0,0,0,0
1661,"03:46:47AM Feb 6, 2022",96,69,0,0,0,0,0
1662,"03:46:51AM Feb 6, 2022",97,73,0,0,0,0,0
1663,"03:46:55AM Feb 6, 2022",98,78,0,0,0,0,0
1664,"03:46:59AM Feb 6, 2022",98,78,0,0,0,0,0
1665,"03:47:03AM Feb 6, 2022",98,67,0,0,0,0,0
1666,"03:47:07AM Feb 6, 2022",98,62,0,0,0,0,0
1667,"03:47:11AM Feb 6, 2022",98,67,0,0,0,0,0
1668,"03:47:15AM Feb 6, 2022",98,69,0,0,0,0,0
1669,"03:47:19AM Feb 6, 2022",98,68,0,0,0,0,0
1670,"03:47:23AM Feb 6, 2022",98,63,0,0,0,0,0
1671,"03:47:27AM Feb 6, 2022",98,67,0,0,0,0,0
1672,"03:47:31AM Feb 6, 2022",98,69,0,0,0,0,0
1673,"03:47:35AM Feb 6, 2022",97,72,0,0,0,0,0
1674,"03:47:39AM Feb 6, 2022",97,71,0,0,0,0,0
1675,"03:47:43AM Feb 6, 2022",97,72,0,0,0,0,0
1676,"03:47:47AM Feb 6, 2022",97,77,0,0,0,0,0
1677,"03:47:51AM Feb 6, 2022",97,72,0,0,0,0,0
1678,"03:47:55AM Feb 6, 2022",97,71,0,0,0,0,0
1679,"03:47:59AM Feb 6, 2022",98,75,0,0,0,0,0
1680,"03:48:03AM Feb 6, 2022",98,74,0,0,0,0,0
1681,"03:48:07AM Feb 6, 2022",98,70,0,0,0,0,0
1682,"03:48:11AM Feb 6, 2022",98,74,0,0,0,0,0
1683,"03:48:15AM Feb 6, 2022",98,71,0,0,0,0,0
1684,"03:48:19AM Feb 6, 2022",98,67,0,0,0,0,0
1685,"03:48:23AM Feb 6, 2022",98,69,0,0,0,0,0
1686,"03:48:27AM Feb 6, 2022",98,72,0,0,0,0,0
1687,"03:48:31AM Feb 6, 2022",97,71,0,0,0,0,0
1688,"03:48:35AM Feb 6, 2022",97,72,0,0,0,0,0
1689,"03:48:39AM Feb 6, 2022",97,74,0,0,0,0,0
1690,"03:48:43AM Feb 6, 2022",97,75,0,0,0,0,0
1691,"03:48:47AM Feb 6, 2022",97,72,0,0,0,0,0
1692,"03:48:51AM Feb 6, 2022",97,71,0,0,0,0,0
1693,"03:48:55AM Feb 6, 2022",97,80,0,0,0,0,0
1694,"03:48:59AM Feb 6, 2022",97,78,0,0,0,0,0
1695,"03:49:03AM Feb 6, 2022",97,75,0,0,0,0,0
1696,"03:49:07AM Feb 6, 2022",97,79,0,0,0,0,0
1697,"03:49:11AM Feb 6, 2022",97,69,0,0,0,0,0
1698,"03:49:15AM Feb 6, 2022",97,63,0,0,0,0,0
1699,"03:49:19AM Feb 6, 2022",98,68,0,0,0,0,0
1700,"03:49:23AM Feb 6, 2022",97,72,0,0,0,0,0
1701,"03:49:27AM Feb 6, 2022",97,73,0,0,0,0,0
1702,"03:49:31AM Feb 6, 2022",98,74,0,0,0,0,0
1703,"03:49:35AM Feb 6, 2022",97,72,0,0,0,0,0
1704,"03:49:39AM Feb 6, 2022",97,71,0,0,0,0,0
1705,"03:49:43AM Feb 6, 2022",97,74,0,0,0,0,0
1706,"03:49:47AM Feb 6, 2022",97,74,0,0,0,0,0
1707,"03:49:51AM Feb 6, 2022",97,77,0,0,0,0,0
1708,"03:49:55AM Feb 6, 2022",97,76,0,0,0,0,0
1709,"03:49:59AM Feb 6, 2022",97,73,0,0,0,0,0
1710,"03:50:03AM Feb 6, 2022",97,70,0,0,0,0,0
1711,"03:50:07AM Feb 6, 2022",97,67,0,0,0,0,0
1712,"03:50:11AM Feb 6, 2022",97,69,0,0,0,0,0
1713,"03:50:15AM Feb 6, 2022",97,67,0,0,0,0,0
1714,"03:50:19AM Feb 6, 2022",97,71,0,0,0,0,0
1715,"03:50:23AM Feb 6, 2022",97,69,0,0,0,0,0
1716,"03:50:27AM Feb 6, 2022",97,67,0,0,0,0,0
1717,"03:50:31AM Feb 6, 2022",97,70,0,0,0,0,0
1718,"03:50:35AM Feb 6, 2022",97,67,0,0,0,0,0
1719,"03:50:39AM Feb 6, 2022",97,59,0,0,0,0,0
1720,"03:50:43AM Feb 6, 2022",97,66,0,0,0,0,0
1721,"03:50:47AM Feb 6, 2022",98,66,0,0,0,0,0
1722,"03:50:51AM Feb 6, 2022",98,67,0,0,0,0,0
1723,"03:50:55AM Feb 6, 2022",97,68,0,0,0,0,0
1724,"03:50:59AM Feb 6, 2022",98,74,0,0,0,0,0
1725,"03:51:03AM Feb 6, 2022",97,75,0,0,0,0,0
1726,"03:51:07AM Feb 6, 2022",97,75,0,0,0,0,0
1727,"03:51:11AM Feb 6, 2022",97,71,0,0,0,0,0
1728,"03:51:15AM Feb 6, 2022",97,76,0,0,0,0,0
1729,"03:51:19AM Feb 6, 2022",97,75,0,0,0,0,0
1730,"03:51:23AM Feb 6, 2022",97,71,0,0,0,0,0
1731,"03:51:27AM Feb 6, 2022",97,75,0,0,0,0,0
1732,"03:51:31AM Feb 6, 2022",97,77,0,0,0,0,0
1733,"03:51:35AM Feb 6, 2022",97,72,0,0,0,0,0
1734,"03:51:39AM Feb 6, 2022",97,70,0,0,0,0,0
1735,"03:51:43AM Feb 6, 2022",97,71,0,0,0,0,0
1736,"03:51:47AM Feb 6, 2022",97,71,0,0,0,0,0
1737,"03:51:51AM Feb 6, 2022",97,68,0,0,0,0,0
1738,"03:51:55AM Feb 6, 2022",97,68,0,0,0,0,0
1739,"03:51:59AM Feb 6, 2022",97,75,0,0,0,0,0
1740,"03:52:03AM Feb 6, 2022",97,73,0,0,0,0,0
1741,"03:52:07AM Feb 6, 2022",97,68,0,0,0,0,0
1742,"03:52:11AM Feb 6, 2022",97,69,0,0,0,0,0
1743,"03:52:15AM Feb 6, 2022",97,70,0,0,0,0,0
1744,"03:52:19AM Feb 6, 2022",97,75,0,0,0,0,0
1745,"03:52:23AM Feb 6, 2022",97,75,0,0,0,0,0
1746,"03:52:27AM Feb 6, 2022",97,70,0,0,0,0,0
1747,"03:52:31AM Feb 6, 2022",97,70,0,0,0,0,0
1748,"03:52:35AM Feb 6, 2022",97,70,0,0,0,0,0
1749,"03:52:39AM Feb 6, 2022",97,69,0,0,0,0,0
1750,"03:52:43AM Feb 6, 2022",97,68,0,0,0,0,0
1751,"03:52:47AM Feb 6, 2022",97,70,0,0,0,0,0
1752,"03:52:51AM Feb 6, 2022",97,73,0,0,0,0,0
1753,"03:52:55AM Feb 6, 2022",97,73,0,0,0,0,0
1754,"03:52:59AM Feb 6, 2022",97,75,0,0,0,0,0
1755,"03:53:03AM Feb 6, 2022",97,76,0,0,0,0,0
1756,"03:53:07AM Feb 6, 2022",97,73,0,0,0,0,0
1757,"03:53:11AM Feb 6, 2022",97,78,0,0,0,0,0
1758,"03:53:15AM Feb 6, 2022",97,76,0,0,0,0,0
1759,"03:53:19AM Feb 6, 2022",97,71,0,0,0,0,0
1760,"03:53:23AM Feb 6, 2022",97,73,0,0,0,0,0
1761,"03:53:27AM Feb 6, 2022",97,74,0,0,0,0,0
1762,"03:53:31AM Feb 6, 2022",97,77,0,0,0,0,0
1763,"03:53:35AM Feb 6, 2022",97,76,0,0,0,0,0
1764,"03:53:39AM Feb 6, 2022",97,77,0,0,0,0,0
1765,"03:53:43AM Feb 6, 2022",97,81,0,0,0,0,0
1766,"03:53:47AM Feb 6, 2022",97,76,0,0,0,0,0
1767,"03:53:51AM Feb 6, 2022",97,71,0,0,0,0,0
1768,"03:53:55AM Feb 6, 2022",97,73,0,0,0,0,0
1769,"03:53:59AM Feb 6, 2022",97,76,0,0,0,0,0
1770,"03:54:03AM Feb 6, 2022",97,76,0,0,0,0,0
1771,"03:54:07AM Feb 6, 2022",97,71,0,0,0,0,0
1772,"03:54:11AM Feb 6, 2022",97,70,0,0,0,0,0
1773,"03:54:15AM Feb 6, 2022",97,67,0,0,0,0,0
1774,"03:54:19AM Feb 6, 2022",97,70,0,0,0,0,0
1775,"03:54:23AM Feb 6, 2022",97,70,0,0,0,0,0
1776,"03:54:27AM Feb 6, 2022",97,71,0,0,0,0,0
1777,"03:54:31AM Feb 6, 2022",97,74,0,0,0,0,0
1778,"03:54:35AM Feb 6, 2022",97,76,0,0,0,0,0
1779,"03:54:39AM Feb 6, 2022",97,67,0,0,0,0,0
1780,"03:54:43AM Feb 6, 2022",97,67,0,0,0,0,0
1781,"03:54:47AM Feb 6, 2022",97,75,0,0,0,0,0
1782,"03:54:51AM Feb 6, 2022",97,79,0,0,0,0,0
1783,"03:54:55AM Feb 6, 2022",97,77,0,0,0,0,0
1784,"03:54:59AM Feb 6, 2022",97,77,0,0,0,0,0
1785,"03:55:03AM Feb 6, 2022",97,79,0,0,0,0,0
1786,"03:55:07AM Feb 6, 2022",97,75,0,0,0,0,0
1787,"03:55:11AM Feb 6, 2022",97,73,0,0,0,0,0
1788,"03:55:15AM Feb 6, 2022",97,78,0,0,0,0,0
1789,"03:55:19AM Feb 6, 2022",97,74,0,0,0,0,0
1790,"03:55:23AM Feb 6, 2022",97,72,0,0,0,0,0
1791,"03:55:27AM Feb 6, 2022",97,74,0,0,0,0,0
1792,"03:55:31AM Feb 6, 2022",97,66,0,0,0,0,0
1793,"03:55:35AM Feb 6, 2022",97,69,0,0,0,0,0
1794,"03:55:39AM Feb 6, 2022",97,73,0,0,0,0,0
1795,"03:55:43AM Feb 6, 2022",97,72,0,0,0,0,0
1796,"03:55:47AM Feb 6, 2022",97,70,0,0,0,0,0
1797,"03:55:51AM Feb 6, 2022",97,67,0,0,0,0,0
1798,"03:55:55AM Feb 6, 2022",97,72,0,0,0,0,0
1799,"03:55:59AM Feb 6, 2022",97,78,0,0,0,0,0
1800,"03:56:03AM Feb 6, 2022",97,73,0,0,0,0,0
1801,"03:56:07AM Feb 6, 2022",97,67,0,0,0,0,0
1802,"03:56:11AM Feb 6, 2022",97,73,0,0,0,0,0
1803,"03:56:15AM Feb 6, 2022",97,76,0,0,0,0,0
1804,"03:56:19AM Feb 6, 2022",97,79,0,0,0,0,0
1805,"03:56:23AM Feb 6, 2022",97,77,0,0,0,0,0
1806,"03:56:27AM Feb 6, 2022",97,68,0,0,0,0,0
1807,"03:56:31AM Feb 6, 2022",97,70,0,0,0,0,0
1808,"03:56:35AM Feb 6, 2022",97,71,0,0,0,0,0
1809,"03:56:39AM Feb 6, 2022",97,69,0,0,0,0,0
1810,"03:56:43AM Feb 6, 2022",97,67,0,0,0,0,0
1811,"03:56:47AM Feb 6, 2022",97,69,0,0,0,0,0
1812,"03:56:51AM Feb 6, 2022",97,70,0,0,0,0,0
1813,"03:56:55AM Feb 6, 2022",97,74,0,0,0,0,0
1814,"03:56:59AM Feb 6, 2022",97,73,0,0,0,0,0
1815,"03:57:03AM Feb 6, 2022",97,65,0,0,0,0,0
1816,"03:57:07AM Feb 6, 2022",97,65,0,0,0,0,0
1817,"03:57:11AM Feb 6, 2022",98,71,0,0,0,0,0
1818,"03:57:15AM Feb 6, 2022",98,69,0,0,0,0,0
1819,"03:57:19AM Feb 6, 2022",97,67,0,0,0,0,0
1820,"03:57:23AM Feb 6, 2022",97,73,0,0,0,0,0
1821,"03:57:27AM Feb 6, 2022",97,70,0,0,0,0,0
1822,"03:57:31AM Feb 6, 2022",97,67,0,0,0,0,0
1823,"03:57:35AM Feb 6, 2022",97,67,0,0,0,0,0
1824,"03:57:39AM Feb 6, 2022",97,68,0,0,0,0,0
1825,"03:57:43AM Feb 6, 2022",97,73,0,0,0,0,0
1826,"03:57:47AM Feb 6, 2022",97,73,0,0,0,0,0
1827,"03:57:51AM Feb 6, 2022",97,72,0,0,0,0,0
1828,"03:57:55AM Feb 6, 2022",97,78,0,0,0,0,0
1829,"03:57:59AM Feb 6, 2022",97,79,0,0,0,0,0
1830,"03:58:03AM Feb 6, 2022",97,73,0,0,0,0,0
1831,"03:58:07AM Feb 6, 2022",97,72,0,0,0,0,0
1832,"03:58:11AM Feb 6, 2022",97,74,0,0,0,0,0
1833,"03:58:15AM Feb 6, 2022",97,77,0,0,0,0,0
1834,"03:58:19AM Feb 6, 2022",97,81,0,0,0,0,0
1835,"03:58:23AM Feb 6, 2022",97,71,0,0,0,0,0
1836,"03:58:27AM Feb 6, 2022",97,68,0,0,0,0,0
1837,"03:58:31AM Feb 6, 2022",97,76,0,0,0,0,0
1838,"03:58:35AM Feb 6, 2022",97,76,0,0,0,0,0
1839,"03:58:39AM Feb 6, 2022",97,69,0,0,0,0,0
1840,"03:58:43AM Feb 6, 2022",97,73,0,0,0,0,0
1841,"03:58:47AM Feb 6, 2022",97,79,0,0,0,0,0
1842,"03:58:51AM Feb 6, 2022",97,80,0,0,0,0,0
1843,"03:58:55AM Feb 6, 2022",97,77,0,0,0,0,0
1844,"03:58:59AM Feb 6, 2022",97,72,0,0,0,0,0
1845,"03:59:03AM Feb 6, 2022",97,75,0,0,0,0,0
1846,"03:59:07AM Feb 6, 2022",97,77,0,0,0,0,0
1847,"03:59:11AM Feb 6, 2022",97,70,0,0,0,0,0
1848,"03:59:15AM Feb 6, 2022",97,67,0,0,0,0,0
1849,"03:59:19AM Feb 6, 2022",97,73,0,0,0,0,0
1850,"03:59:23AM Feb 6, 2022",97,75,0,0,0,0,0
1851,"03:59:27AM Feb 6, 2022",97,72,0,0,0,0,0
1852,"03:59:31AM Feb 6, 2022",97,73,0,0,0,0,0
1853,"03:59:35AM Feb 6, 2022",97,74,0,0,0,0,0
1854,"03:59:39AM Feb 6, 2022",97,73,0,0,0,0,0
1855,"03:59:43AM Feb 6, 2022",97,74,0,0,0,0,0
1856,"03:59:47AM Feb 6, 2022",97,74,0,0,0,0,0
1857,"03:59:51AM Feb 6, 2022",97,77,0,0,0,0,0
1858,"03:59:55AM Feb 6, 2022",97,79,0,0,0,0,0
1859,"03:59:59AM Feb 6, 2022",97,76,0,0,0,0,0
1860,"04:00:03AM Feb 6, 2022",97,72,0,0,0,0,0
1861,"04:00:07AM Feb 6, 2022",97,77,0,0,0,0,0
1862,"04:00:11AM Feb 6, 2022",97,74,0,0,0,0,0
1863,"04:00:15AM Feb 6, 2022",97,77,0,0,0,0,0
1864,"04:00:19AM Feb 6, 2022",97,81,0,0,0,0,0
1865,"04:00:23AM Feb 6, 2022",97,77,0,0,0,0,0
1866,"04:00:27AM Feb 6, 2022",97,69,0,0,0,0,0
1867,"04:00:31AM Feb 6, 2022",97,67,0,0,0,0,0
1868,"04:00:35AM Feb 6, 2022",97,69,0,0,0,0,0
1869,"04:00:39AM Feb 6, 2022",97,68,0,0,0,0,0
1870,"04:00:43AM Feb 6, 2022",97,70,0,0,0,0,0
1871,"04:00:47AM Feb 6, 2022",97,70,0,0,0,0,0
1872,"04:00:51AM Feb 6, 2022",97,65,0,0,0,0,0
1873,"04:00:55AM Feb 6, 2022",97,69,0,0,0,0,0
1874,"04:00:59AM Feb 6, 2022",97,70,0,0,0,0,0
1875,"04:01:03AM Feb 6, 2022",97,67,0,0,0,0,0
1876,"04:01:07AM Feb 6, 2022",97,74,0,0,0,0,0
1877,"04:01:11AM Feb 6, 2022",97,74,0,0,0,0,0
1878,"04:01:15AM Feb 6, 2022",97,73,0,0,0,0,0
1879,"04:01:19AM Feb 6, 2022",97,70,0,0,0,0,0
1880,"04:01:23AM Feb 6, 2022",97,70,0,0,0,0,0
1881,"04:01:27AM Feb 6, 2022",97,72,0,0,0,0,0
1882,"04:01:31AM Feb 6, 2022",97,78,0,0,0,0,0
1883,"04:01:35AM Feb 6, 2022",97,79,0,0,0,0,0
1884,"04:01:39AM Feb 6, 2022",97,79,0,0,0,0,0
1885,"04:01:43AM Feb 6, 2022",97,73,0,0,0,0,0
1886,"04:01:47AM Feb 6, 2022",97,71,0,0,0,0,0
1887,"04:01:51AM Feb 6, 2022",97,74,0,0,0,0,0
1888,"04:01:55AM Feb 6, 2022",97,74,0,0,0,0,0
1889,"04:01:59AM Feb 6, 2022",97,80,0,0,0,0,0
1890,"04:02:03AM Feb 6, 2022",97,81,0,0,0,0,0
1891,"04:02:07AM Feb 6, 2022",97,78,0,0,0,0,0
1892,"04:02:11AM Feb 6, 2022",97,74,0,0,0,0,0
1893,"04:02:15AM Feb 6, 2022",97,75,0,0,0,0,0
1894,"04:02:19AM Feb 6, 2022",97,70,0,0,0,0,0
1895,"04:02:23AM Feb 6, 2022",97,66,0,0,0,0,0
1896,"04:02:27AM Feb 6, 2022",97,66,0,0,0,0,0
1897,"04:02:31AM Feb 6, 2022",97,65,0,0,0,0,0
1898,"04:02:35AM Feb 6, 2022",97,70,0,0,0,0,0
